asin,sku,platform,date,organic_sales,paid_sales,total_sales,units_sold,cost_per_unit,selling_price,margin_per_unit,inventory_value,days_of_supply
BPJA1WJ0T,SKU-00037,walmart,2025-07-07 13:02:28.163485,32.8,16.57,49.37,0,22.81,49.37,26.56,1419.69,49
BPAC56T4U,SKU-00038,walmart,2025-07-07 13:02:28.163485,83.86,53.63,137.49,3,15.81,45.83,30.02,996.67,21
BFEL6246H,SKU-00039,amazon,2025-07-07 13:02:28.163485,30.27,33.7,63.97,0,21.61,63.97,42.36,1457.66,63
BID25OWF7,SKU-00040,amazon,2025-07-07 13:02:28.163485,92.81,61.04,153.84,2,24.97,76.92,51.95,1680.85,34
B5935A0L7,SKU-00041,walmart,2025-07-07 13:02:28.163485,16.54,28.05,44.59,0,21.93,44.59,22.66,2694.66,65
B253J2D54,SKU-00042,walmart,2025-07-07 13:02:28.163485,18.17,5.9,24.07,1,13.67,24.07,10.4,2171.73,69
BI3QK2IAG,SKU-00043,walmart,2025-07-07 13:02:28.163485,46.8,15.59,62.39,1,23.58,62.39,38.82,2104.96,65
BL58KXO9T,SKU-00044,walmart,2025-07-07 13:02:28.163485,24.2,4.24,28.44,0,16.33,28.44,12.11,2282.86,57
B7E8G8JDP,SKU-00045,walmart,2025-07-07 13:02:28.163485,43.54,5.07,48.6,1,26.85,48.6,21.76,4144.42,64
B0LVSNUJZ,SKU-00046,walmart,2025-07-07 13:02:28.163485,148.81,37.47,186.28,7,11.99,26.61,14.62,2158.64,48
BA7TZ0YNC,SKU-00047,walmart,2025-07-07 13:02:28.163485,35.94,25.94,61.87,0,35.94,61.87,25.94,5626.89,71
BXLL4ZKLO,SKU-00048,amazon,2025-07-07 13:02:28.163485,17.38,4.1,21.48,0,13.52,21.48,7.96,1093.81,59
BOKEP7Y6W,SKU-00049,walmart,2025-07-07 13:02:28.163485,175.15,21.09,196.24,6,13.53,32.71,19.18,754.2,45
BKTAKPUXQ,SKU-00050,walmart,2025-07-07 13:02:28.163485,95.02,67.99,163.01,5,17.91,32.6,14.69,1517.49,71
BXAJI0Y6D,SKU-00001,walmart,2025-07-08 13:02:28.163485,192.72,76.97,269.69,3,61.44,89.9,28.46,6056.84,55
BPBHSAHXT,SKU-00002,amazon,2025-07-08 13:02:28.163485,77.73,13.88,91.6,5,8.0,18.32,10.33,609.58,31
BHV3A3ZMF,SKU-00003,walmart,2025-07-08 13:02:28.163485,48.94,36.41,85.36,1,41.54,85.36,43.81,8307.29,18
B8MDD4V30,SKU-00004,walmart,2025-07-08 13:02:28.163485,43.22,18.14,61.35,1,34.41,61.35,26.94,3127.4,45
BT9NT3W5U,SKU-00005,walmart,2025-07-08 13:02:28.163485,30.42,26.49,56.91,1,22.92,56.91,33.99,1759.05,78
BZBIKCIDK,SKU-00006,amazon,2025-07-08 13:02:28.163485,38.95,49.15,88.1,1,29.52,88.1,58.58,5565.11,15
BWNNHJ7XV,SKU-00007,walmart,2025-07-08 13:02:28.163485,6.12,5.64,11.76,0,7.04,11.76,4.73,730.52,82
BG0FN9XUY,SKU-00008,walmart,2025-07-08 13:02:28.163485,58.34,16.94,75.27,1,30.44,75.27,44.83,3129.2,55
B41IBLJH7,SKU-00009,amazon,2025-07-08 13:02:28.163485,157.3,26.05,183.34,9,6.22,20.37,14.15,573.71,48
B5LXO6QJI,SKU-00010,walmart,2025-07-08 13:02:28.163485,6.73,5.95,12.68,0,7.85,12.68,4.83,489.95,18
BUJV6OH9S,SKU-00011,amazon,2025-07-08 13:02:28.163485,28.04,6.96,35.0,0,13.92,35.0,21.07,1039.95,71
BDBDW2PCN,SKU-00012,walmart,2025-07-08 13:02:28.163485,52.83,26.65,79.49,1,25.91,79.49,53.57,5066.33,50
B9T84AZYT,SKU-00013,amazon,2025-07-08 13:02:28.163485,15.65,1.05,16.7,0,8.64,16.7,8.06,892.06,76
BJXEPQ85J,SKU-00014,amazon,2025-07-08 13:02:28.163485,355.93,82.51,438.44,5,55.45,87.69,32.24,10077.12,62
BSG65KXVF,SKU-00015,amazon,2025-07-08 13:02:28.163485,54.12,60.41,114.52,2,17.19,57.26,40.07,1789.27,83
B1T2TALA7,SKU-00016,amazon,2025-07-08 13:02:28.163485,122.35,75.96,198.31,4,18.86,49.58,30.72,3276.46,40
B53LC58DR,SKU-00017,walmart,2025-07-08 13:02:28.163485,68.67,49.18,117.85,1,82.42,117.85,35.44,15418.07,66
BC11ERTJ5,SKU-00018,amazon,2025-07-08 13:02:28.163485,30.35,20.8,51.14,0,30.56,51.14,20.58,2405.15,38
BPHT0HL9X,SKU-00019,amazon,2025-07-08 13:02:28.163485,299.23,24.86,324.09,9,19.76,36.01,16.25,2443.14,46
BPSEIMVIH,SKU-00020,walmart,2025-07-08 13:02:28.163485,16.55,5.23,21.78,0,7.43,21.78,14.35,736.18,63
BCWI64CIY,SKU-00021,walmart,2025-07-08 13:02:28.163485,86.16,29.74,115.9,1,49.53,115.9,66.37,7874.65,82
BHE7UR23G,SKU-00022,amazon,2025-07-08 13:02:28.163485,48.01,36.14,84.15,1,50.63,84.15,33.52,8793.28,50
BDPPQ0Y9D,SKU-00023,amazon,2025-07-08 13:02:28.163485,97.89,128.5,226.39,9,10.34,25.15,14.82,1004.31,75
BOM5IGQPK,SKU-00024,amazon,2025-07-08 13:02:28.163485,28.9,7.35,36.26,1,13.26,36.26,23.0,2514.96,73
BI7P5TB94,SKU-00025,amazon,2025-07-08 13:02:28.163485,138.95,21.39,160.34,2,32.04,80.17,48.13,4268.58,22
B874FRHOC,SKU-00026,walmart,2025-07-08 13:02:28.163485,71.88,17.32,89.2,1,45.84,89.2,43.36,2380.92,26
BN9J2QP89,SKU-00027,walmart,2025-07-08 13:02:28.163485,139.78,98.52,238.3,3,41.8,79.43,37.64,6307.4,15
BUZFK8UT0,SKU-00028,walmart,2025-07-08 13:02:28.163485,75.06,24.99,100.04,1,69.59,100.04,30.45,8049.46,42
BCVS4F8CG,SKU-00029,amazon,2025-07-08 13:02:28.163485,41.57,82.99,124.56,2,22.4,62.28,39.88,1537.47,47
BVYIE6IVW,SKU-00030,amazon,2025-07-08 13:02:28.163485,47.42,45.05,92.46,1,58.41,92.46,34.06,6880.9,55
BPVS7HZIO,SKU-00031,amazon,2025-07-08 13:02:28.163485,70.4,52.58,122.98,7,10.99,17.57,6.58,1422.49,20
BYKL1CQ99,SKU-00032,amazon,2025-07-08 13:02:28.163485,261.23,78.92,340.15,7,16.57,48.59,32.02,901.59,67
BCHJ755NF,SKU-00033,walmart,2025-07-08 13:02:28.163485,21.62,30.43,52.05,0,23.19,52.05,28.86,1716.03,81
B4ZW9XA3K,SKU-00034,amazon,2025-07-08 13:02:28.163485,143.37,21.65,165.01,2,43.09,82.51,39.41,3414.45,83
BX7EEDTJV,SKU-00035,walmart,2025-07-08 13:02:28.163485,55.44,23.06,78.5,2,26.64,39.25,12.61,1915.25,89
BZHWJR64D,SKU-00036,walmart,2025-07-08 13:02:28.163485,19.45,12.68,32.13,0,9.97,32.13,22.16,561.65,41
BPJA1WJ0T,SKU-00037,amazon,2025-07-08 13:02:28.163485,34.07,41.84,75.9,1,44.68,75.9,31.22,5212.48,52
BPAC56T4U,SKU-00038,walmart,2025-07-08 13:02:28.163485,31.21,16.79,48.0,1,27.69,48.0,20.31,3824.2,74
BFEL6246H,SKU-00039,walmart,2025-07-08 13:02:28.163485,17.32,11.36,28.68,0,17.02,28.68,11.67,1243.81,69
BID25OWF7,SKU-00040,walmart,2025-07-08 13:02:28.163485,288.5,19.72,308.22,6,29.68,51.37,21.69,4706.52,65
B5935A0L7,SKU-00041,walmart,2025-07-08 13:02:28.163485,27.89,6.4,34.29,0,17.63,34.29,16.66,2714.23,19
B253J2D54,SKU-00042,amazon,2025-07-08 13:02:28.163485,81.13,14.08,95.21,1,42.1,95.21,53.1,7383.12,42
BI3QK2IAG,SKU-00043,amazon,2025-07-08 13:02:28.163485,58.11,29.68,87.79,1,36.59,87.79,51.2,4673.93,77
BL58KXO9T,SKU-00044,amazon,2025-07-08 13:02:28.163485,117.98,50.04,168.02,3,32.63,56.01,23.38,1684.68,88
B7E8G8JDP,SKU-00045,walmart,2025-07-08 13:02:28.163485,76.62,64.8,141.42,3,14.73,47.14,32.41,753.92,48
B0LVSNUJZ,SKU-00046,amazon,2025-07-08 13:02:28.163485,27.43,7.09,34.51,0,12.77,34.51,21.75,1464.69,57
BA7TZ0YNC,SKU-00047,amazon,2025-07-08 13:02:28.163485,33.0,8.68,41.68,1,22.52,41.68,19.16,2557.21,21
BXLL4ZKLO,SKU-00048,walmart,2025-07-08 13:02:28.163485,115.78,44.57,160.35,2,53.28,80.17,26.9,9850.84,23
BOKEP7Y6W,SKU-00049,amazon,2025-07-08 13:02:28.163485,114.46,45.49,159.95,8,7.01,19.99,12.99,688.26,26
BKTAKPUXQ,SKU-00050,amazon,2025-07-08 13:02:28.163485,53.17,20.05,73.22,1,36.18,73.22,37.03,3849.78,37
BXAJI0Y6D,SKU-00001,walmart,2025-07-09 13:02:28.163485,100.42,26.93,127.35,1,76.18,127.35,51.16,11212.83,70
BPBHSAHXT,SKU-00002,amazon,2025-07-09 13:02:28.163485,120.34,54.03,174.37,2,32.6,87.19,54.59,5800.96,76
BHV3A3ZMF,SKU-00003,amazon,2025-07-09 13:02:28.163485,38.46,9.66,48.13,2,11.49,24.06,12.57,1722.6,56
B8MDD4V30,SKU-00004,amazon,2025-07-09 13:02:28.163485,101.6,20.48,122.08,1,58.77,122.08,63.31,10915.92,65
BT9NT3W5U,SKU-00005,walmart,2025-07-09 13:02:28.163485,44.62,7.28,51.9,0,31.02,51.9,20.88,2932.06,81
BZBIKCIDK,SKU-00006,walmart,2025-07-09 13:02:28.163485,105.39,40.08,145.47,3,27.78,48.49,20.71,5283.4,90
BWNNHJ7XV,SKU-00007,walmart,2025-07-09 13:02:28.163485,48.26,35.07,83.33,2,18.3,41.66,23.37,2885.86,75
BG0FN9XUY,SKU-00008,walmart,2025-07-09 13:02:28.163485,160.32,92.01,252.32,4,24.48,63.08,38.6,2427.64,40
B41IBLJH7,SKU-00009,amazon,2025-07-09 13:02:28.163485,139.59,51.02,190.61,3,40.27,63.54,23.27,2791.9,45
B5LXO6QJI,SKU-00010,amazon,2025-07-09 13:02:28.163485,68.84,29.56,98.41,4,12.76,24.6,11.84,2060.34,69
BUJV6OH9S,SKU-00011,amazon,2025-07-09 13:02:28.163485,390.34,52.43,442.77,5,29.51,88.55,59.04,2510.63,48
BDBDW2PCN,SKU-00012,walmart,2025-07-09 13:02:28.163485,68.92,11.34,80.26,1,51.83,80.26,28.42,9839.23,42
B9T84AZYT,SKU-00013,walmart,2025-07-09 13:02:28.163485,24.27,7.67,31.94,1,17.45,31.94,14.49,2523.43,72
BJXEPQ85J,SKU-00014,walmart,2025-07-09 13:02:28.163485,153.19,84.85,238.04,11,11.13,21.64,10.51,838.67,49
BSG65KXVF,SKU-00015,walmart,2025-07-09 13:02:28.163485,44.4,14.94,59.33,1,24.89,59.33,34.44,1548.42,82
B1T2TALA7,SKU-00016,amazon,2025-07-09 13:02:28.163485,57.35,15.5,72.85,1,38.94,72.85,33.91,4508.0,58
B53LC58DR,SKU-00017,amazon,2025-07-09 13:02:28.163485,190.6,84.14,274.75,3,46.37,91.58,45.22,8705.49,59
BC11ERTJ5,SKU-00018,amazon,2025-07-09 13:02:28.163485,35.1,13.81,48.91,0,17.19,48.91,31.72,1565.84,67
BPHT0HL9X,SKU-00019,amazon,2025-07-09 13:02:28.163485,95.72,40.09,135.82,2,39.84,67.91,28.07,7930.62,38
BPSEIMVIH,SKU-00020,walmart,2025-07-09 13:02:28.163485,41.95,41.1,83.04,2,26.2,41.52,15.32,4313.72,18
BCWI64CIY,SKU-00021,walmart,2025-07-09 13:02:28.163485,139.78,26.95,166.74,2,38.28,83.37,45.09,6749.31,82
BHE7UR23G,SKU-00022,walmart,2025-07-09 13:02:28.163485,41.49,21.88,63.37,1,22.58,63.37,40.78,1159.64,57
BDPPQ0Y9D,SKU-00023,walmart,2025-07-09 13:02:28.163485,25.68,31.62,57.3,0,28.2,57.3,29.1,4067.86,75
BOM5IGQPK,SKU-00024,amazon,2025-07-09 13:02:28.163485,112.72,28.51,141.24,2,41.6,70.62,29.02,4010.79,76
BI7P5TB94,SKU-00025,amazon,2025-07-09 13:02:28.163485,64.47,13.56,78.04,1,35.75,78.04,42.29,3837.94,84
B874FRHOC,SKU-00026,amazon,2025-07-09 13:02:28.163485,104.39,15.07,119.46,3,21.15,39.82,18.67,3480.51,35
BN9J2QP89,SKU-00027,amazon,2025-07-09 13:02:28.163485,23.21,2.44,25.65,1,12.93,25.65,12.72,1249.02,45
BUZFK8UT0,SKU-00028,walmart,2025-07-09 13:02:28.163485,68.46,8.47,76.93,1,49.96,76.93,26.97,2784.81,27
BCVS4F8CG,SKU-00029,amazon,2025-07-09 13:02:28.163485,60.57,22.04,82.61,1,51.11,82.61,31.5,7367.91,87
BVYIE6IVW,SKU-00030,amazon,2025-07-09 13:02:28.163485,76.57,36.04,112.61,2,31.67,56.3,24.63,5800.09,31
BPVS7HZIO,SKU-00031,amazon,2025-07-09 13:02:28.163485,34.63,47.55,82.18,1,56.0,82.18,26.18,7344.36,77
BYKL1CQ99,SKU-00032,walmart,2025-07-09 13:02:28.163485,93.38,55.19,148.56,4,20.12,37.14,17.02,1602.98,47
BCHJ755NF,SKU-00033,walmart,2025-07-09 13:02:28.163485,175.21,103.95,279.17,3,30.99,93.06,62.06,2544.47,90
B4ZW9XA3K,SKU-00034,walmart,2025-07-09 13:02:28.163485,36.05,21.79,57.84,0,37.4,57.84,20.44,4055.57,28
BX7EEDTJV,SKU-00035,amazon,2025-07-09 13:02:28.163485,48.67,28.93,77.61,1,33.38,77.61,44.23,3495.19,46
BZHWJR64D,SKU-00036,walmart,2025-07-09 13:02:28.163485,45.46,12.74,58.19,1,29.38,58.19,28.82,4350.67,67
BPJA1WJ0T,SKU-00037,walmart,2025-07-09 13:02:28.163485,106.44,69.84,176.28,2,33.91,88.14,54.23,4482.85,16
BPAC56T4U,SKU-00038,walmart,2025-07-09 13:02:28.163485,46.01,5.28,51.29,2,9.1,25.65,16.55,772.94,79
BFEL6246H,SKU-00039,amazon,2025-07-09 13:02:28.163485,57.6,116.76,174.36,6,20.14,29.06,8.92,2702.79,77
BID25OWF7,SKU-00040,amazon,2025-07-09 13:02:28.163485,131.04,24.22,155.26,9,8.52,17.25,8.73,985.72,20
B5935A0L7,SKU-00041,walmart,2025-07-09 13:02:28.163485,106.58,72.54,179.12,2,35.01,89.56,54.55,5672.49,61
B253J2D54,SKU-00042,amazon,2025-07-09 13:02:28.163485,165.7,65.84,231.55,8,8.83,28.94,20.11,1193.94,18
BI3QK2IAG,SKU-00043,walmart,2025-07-09 13:02:28.163485,185.39,24.9,210.29,5,25.11,42.06,16.94,4154.3,49
BL58KXO9T,SKU-00044,amazon,2025-07-09 13:02:28.163485,10.38,10.06,20.44,0,9.08,20.44,11.36,1440.95,78
B7E8G8JDP,SKU-00045,amazon,2025-07-09 13:02:28.163485,54.24,27.95,82.19,1,46.88,82.19,35.31,7687.87,73
B0LVSNUJZ,SKU-00046,amazon,2025-07-09 13:02:28.163485,20.35,18.43,38.77,0,22.16,38.77,16.62,3604.43,83
BA7TZ0YNC,SKU-00047,walmart,2025-07-09 13:02:28.163485,137.39,89.79,227.18,3,51.9,75.73,23.82,4863.72,71
BXLL4ZKLO,SKU-00048,walmart,2025-07-09 13:02:28.163485,154.24,58.72,212.95,7,9.83,30.42,20.59,1792.58,80
BOKEP7Y6W,SKU-00049,amazon,2025-07-09 13:02:28.163485,40.03,5.78,45.81,0,25.63,45.81,20.18,3558.58,16
BKTAKPUXQ,SKU-00050,amazon,2025-07-09 13:02:28.163485,22.74,11.27,34.01,2,9.13,17.01,7.87,1598.86,47
BXAJI0Y6D,SKU-00001,walmart,2025-07-10 13:02:28.163485,22.65,3.4,26.05,0,8.4,26.05,17.65,464.31,74
BPBHSAHXT,SKU-00002,amazon,2025-07-10 13:02:28.163485,90.47,40.3,130.77,2,42.93,65.38,22.46,3947.83,70
BHV3A3ZMF,SKU-00003,walmart,2025-07-10 13:02:28.163485,42.92,22.66,65.58,1,45.15,65.58,20.43,7813.11,51
B8MDD4V30,SKU-00004,amazon,2025-07-10 13:02:28.163485,13.27,21.1,34.37,1,15.61,34.37,18.76,1612.39,52
BT9NT3W5U,SKU-00005,walmart,2025-07-10 13:02:28.163485,35.71,6.87,42.58,0,25.08,42.58,17.5,1782.92,31
BZBIKCIDK,SKU-00006,walmart,2025-07-10 13:02:28.163485,29.79,3.36,33.16,0,14.44,33.16,18.71,1847.45,38
BWNNHJ7XV,SKU-00007,amazon,2025-07-10 13:02:28.163485,38.05,20.97,59.01,1,31.84,59.01,27.18,4359.28,16
BG0FN9XUY,SKU-00008,amazon,2025-07-10 13:02:28.163485,42.89,12.19,55.08,0,19.24,55.08,35.84,3678.37,30
B41IBLJH7,SKU-00009,walmart,2025-07-10 13:02:28.163485,121.45,18.1,139.55,3,31.58,46.52,14.94,2604.1,85
B5LXO6QJI,SKU-00010,amazon,2025-07-10 13:02:28.163485,48.15,19.4,67.56,2,13.98,33.78,19.8,2120.34,64
BUJV6OH9S,SKU-00011,walmart,2025-07-10 13:02:28.163485,63.64,39.57,103.21,1,45.99,103.21,57.22,3661.91,46
BDBDW2PCN,SKU-00012,amazon,2025-07-10 13:02:28.163485,96.08,29.59,125.67,1,65.32,125.67,60.35,11356.34,69
B9T84AZYT,SKU-00013,walmart,2025-07-10 13:02:28.163485,124.14,167.36,291.5,4,31.68,72.88,41.2,5931.84,81
BJXEPQ85J,SKU-00014,walmart,2025-07-10 13:02:28.163485,138.28,9.49,147.77,1,90.18,147.77,57.59,7355.3,79
BSG65KXVF,SKU-00015,walmart,2025-07-10 13:02:28.163485,95.2,15.86,111.06,1,38.36,111.06,72.7,5708.83,48
B1T2TALA7,SKU-00016,walmart,2025-07-10 13:02:28.163485,111.47,8.93,120.4,3,19.53,40.13,20.6,2185.65,20
B53LC58DR,SKU-00017,walmart,2025-07-10 13:02:28.163485,100.13,59.47,159.6,4,17.1,39.9,22.8,1299.39,90
BC11ERTJ5,SKU-00018,amazon,2025-07-10 13:02:28.163485,62.65,85.07,147.72,2,37.29,73.86,36.57,5772.09,18
BPHT0HL9X,SKU-00019,amazon,2025-07-10 13:02:28.163485,15.37,4.89,20.25,0,8.52,20.25,11.74,941.85,38
BPSEIMVIH,SKU-00020,amazon,2025-07-10 13:02:28.163485,76.25,9.38,85.63,2,14.17,42.82,28.64,2554.02,74
BCWI64CIY,SKU-00021,walmart,2025-07-10 13:02:28.163485,79.13,38.53,117.66,2,33.56,58.83,25.27,4461.16,70
BHE7UR23G,SKU-00022,amazon,2025-07-10 13:02:28.163485,48.64,15.26,63.9,1,31.34,63.9,32.56,1897.66,58
BDPPQ0Y9D,SKU-00023,amazon,2025-07-10 13:02:28.163485,14.14,10.17,24.31,0,16.84,24.31,7.47,1402.99,69
BOM5IGQPK,SKU-00024,amazon,2025-07-10 13:02:28.163485,127.91,79.95,207.85,7,15.04,29.69,14.65,2841.88,30
BI7P5TB94,SKU-00025,walmart,2025-07-10 13:02:28.163485,30.91,10.15,41.05,1,15.03,41.05,26.02,1852.14,35
B874FRHOC,SKU-00026,amazon,2025-07-10 13:02:28.163485,20.37,12.66,33.03,1,14.13,33.03,18.9,1288.72,19
BN9J2QP89,SKU-00027,amazon,2025-07-10 13:02:28.163485,73.28,14.44,87.72,1,37.94,87.72,49.78,2573.2,66
BUZFK8UT0,SKU-00028,walmart,2025-07-10 13:02:28.163485,22.35,12.66,35.01,0,20.18,35.01,14.83,2399.14,40
BCVS4F8CG,SKU-00029,amazon,2025-07-10 13:02:28.163485,160.31,14.79,175.1,3,36.12,58.37,22.25,3142.38,17
BVYIE6IVW,SKU-00030,amazon,2025-07-10 13:02:28.163485,40.11,22.75,62.86,1,37.56,62.86,25.3,1891.59,46
BPVS7HZIO,SKU-00031,walmart,2025-07-10 13:02:28.163485,76.92,57.82,134.75,1,50.3,134.75,84.44,3348.73,66
BYKL1CQ99,SKU-00032,walmart,2025-07-10 13:02:28.163485,39.0,40.96,79.95,2,24.28,39.98,15.7,2538.64,48
BCHJ755NF,SKU-00033,amazon,2025-07-10 13:02:28.163485,46.28,28.25,74.53,1,27.52,74.53,47.0,3030.6,46
B4ZW9XA3K,SKU-00034,amazon,2025-07-10 13:02:28.163485,71.22,44.56,115.78,2,35.29,57.89,22.6,3276.55,71
BX7EEDTJV,SKU-00035,amazon,2025-07-10 13:02:28.163485,80.14,52.87,133.01,1,63.87,133.01,69.14,8568.41,60
BZHWJR64D,SKU-00036,walmart,2025-07-10 13:02:28.163485,63.56,56.31,119.87,1,79.33,119.87,40.54,4633.06,22
BPJA1WJ0T,SKU-00037,amazon,2025-07-10 13:02:28.163485,24.45,35.93,60.38,0,37.53,60.38,22.85,3612.24,74
BPAC56T4U,SKU-00038,amazon,2025-07-10 13:02:28.163485,124.94,51.33,176.26,8,8.69,22.03,13.34,1611.09,35
BFEL6246H,SKU-00039,amazon,2025-07-10 13:02:28.163485,33.32,10.68,44.0,2,13.42,22.0,8.58,2123.79,30
BID25OWF7,SKU-00040,amazon,2025-07-10 13:02:28.163485,22.93,28.86,51.79,0,27.31,51.79,24.48,4159.0,60
B5935A0L7,SKU-00041,amazon,2025-07-10 13:02:28.163485,136.78,34.31,171.09,2,39.33,85.55,46.21,5893.88,26
B253J2D54,SKU-00042,walmart,2025-07-10 13:02:28.163485,197.98,23.35,221.32,6,24.92,36.89,11.97,4313.66,15
BI3QK2IAG,SKU-00043,amazon,2025-07-10 13:02:28.163485,5.64,4.32,9.97,0,3.44,9.97,6.52,216.58,52
BL58KXO9T,SKU-00044,amazon,2025-07-10 13:02:28.163485,17.72,15.83,33.55,1,12.34,33.55,21.21,1506.51,40
B7E8G8JDP,SKU-00045,amazon,2025-07-10 13:02:28.163485,75.61,100.78,176.38,7,13.09,25.2,12.1,1370.46,83
B0LVSNUJZ,SKU-00046,amazon,2025-07-10 13:02:28.163485,220.83,152.65,373.48,5,26.16,74.7,48.54,1459.04,19
BA7TZ0YNC,SKU-00047,walmart,2025-07-10 13:02:28.163485,128.45,15.4,143.85,3,23.96,47.95,23.99,1411.24,81
BXLL4ZKLO,SKU-00048,amazon,2025-07-10 13:02:28.163485,247.24,31.02,278.26,5,31.32,55.65,24.34,4204.69,22
BOKEP7Y6W,SKU-00049,walmart,2025-07-10 13:02:28.163485,18.2,22.59,40.8,1,24.35,40.8,16.45,3083.9,82
BKTAKPUXQ,SKU-00050,amazon,2025-07-10 13:02:28.163485,25.41,11.89,37.31,0,20.77,37.31,16.53,3025.42,19
BXAJI0Y6D,SKU-00001,amazon,2025-07-11 13:02:28.163485,35.33,15.15,50.47,0,15.78,50.47,34.7,892.19,22
BPBHSAHXT,SKU-00002,walmart,2025-07-11 13:02:28.163485,215.67,45.49,261.16,8,19.44,32.65,13.2,3050.58,53
BHV3A3ZMF,SKU-00003,walmart,2025-07-11 13:02:28.163485,23.11,21.38,44.49,0,29.74,44.49,14.75,3762.03,72
B8MDD4V30,SKU-00004,amazon,2025-07-11 13:02:28.163485,118.66,73.13,191.8,2,60.45,95.9,35.45,11875.24,81
BT9NT3W5U,SKU-00005,walmart,2025-07-11 13:02:28.163485,177.51,25.5,203.01,3,41.44,67.67,26.23,3298.27,71
BZBIKCIDK,SKU-00006,walmart,2025-07-11 13:02:28.163485,13.49,5.78,19.27,0,10.79,19.27,8.48,1576.68,72
BWNNHJ7XV,SKU-00007,amazon,2025-07-11 13:02:28.163485,89.58,2.86,92.44,5,12.42,18.49,6.07,2371.84,90
BG0FN9XUY,SKU-00008,amazon,2025-07-11 13:02:28.163485,193.86,61.29,255.15,5,24.87,51.03,26.16,4965.17,49
B41IBLJH7,SKU-00009,walmart,2025-07-11 13:02:28.163485,11.33,5.83,17.17,0,8.14,17.17,9.02,418.99,56
B5LXO6QJI,SKU-00010,amazon,2025-07-11 13:02:28.163485,106.78,85.97,192.76,3,25.44,64.25,38.82,4938.35,82
BUJV6OH9S,SKU-00011,amazon,2025-07-11 13:02:28.163485,138.47,41.14,179.61,2,54.4,89.8,35.41,8047.77,62
BDBDW2PCN,SKU-00012,amazon,2025-07-11 13:02:28.163485,94.6,48.13,142.73,5,10.98,28.55,17.57,562.78,83
B9T84AZYT,SKU-00013,amazon,2025-07-11 13:02:28.163485,15.24,3.31,18.55,0,8.43,18.55,10.12,457.78,77
BJXEPQ85J,SKU-00014,amazon,2025-07-11 13:02:28.163485,82.86,14.05,96.91,1,51.55,96.91,45.36,3720.03,39
BSG65KXVF,SKU-00015,amazon,2025-07-11 13:02:28.163485,52.65,18.45,71.09,2,22.0,35.55,13.54,2475.13,70
B1T2TALA7,SKU-00016,walmart,2025-07-11 13:02:28.163485,294.55,58.44,353.0,9,13.87,39.22,25.35,1682.33,31
B53LC58DR,SKU-00017,walmart,2025-07-11 13:02:28.163485,39.03,28.61,67.65,4,5.49,16.91,11.42,812.93,27
BC11ERTJ5,SKU-00018,walmart,2025-07-11 13:02:28.163485,152.87,69.75,222.62,3,43.92,74.21,30.28,3745.85,38
BPHT0HL9X,SKU-00019,walmart,2025-07-11 13:02:28.163485,147.09,11.26,158.35,8,13.32,19.79,6.48,1407.91,61
BPSEIMVIH,SKU-00020,walmart,2025-07-11 13:02:28.163485,74.66,32.66,107.32,5,12.37,21.46,9.09,1875.85,68
BCWI64CIY,SKU-00021,amazon,2025-07-11 13:02:28.163485,123.27,35.61,158.88,7,15.67,22.7,7.03,3051.65,58
BHE7UR23G,SKU-00022,walmart,2025-07-11 13:02:28.163485,13.75,18.05,31.79,0,9.89,31.79,21.9,548.25,90
BDPPQ0Y9D,SKU-00023,amazon,2025-07-11 13:02:28.163485,174.2,24.8,199.01,5,25.23,39.8,14.58,3549.63,46
BOM5IGQPK,SKU-00024,amazon,2025-07-11 13:02:28.163485,10.2,0.96,11.16,0,3.73,11.16,7.43,665.02,80
BI7P5TB94,SKU-00025,amazon,2025-07-11 13:02:28.163485,184.11,46.4,230.51,14,9.91,16.46,6.56,1809.1,88
B874FRHOC,SKU-00026,walmart,2025-07-11 13:02:28.163485,58.97,12.52,71.49,1,36.43,71.49,35.06,5048.06,57
BN9J2QP89,SKU-00027,walmart,2025-07-11 13:02:28.163485,118.89,39.93,158.82,3,32.61,52.94,20.33,5000.64,48
BUZFK8UT0,SKU-00028,walmart,2025-07-11 13:02:28.163485,131.59,21.8,153.39,2,26.35,76.69,50.35,5264.64,64
BCVS4F8CG,SKU-00029,amazon,2025-07-11 13:02:28.163485,295.04,30.11,325.14,9,24.1,36.13,12.03,2954.88,58
BVYIE6IVW,SKU-00030,amazon,2025-07-11 13:02:28.163485,71.5,6.47,77.97,1,36.83,77.97,41.14,6139.67,52
BPVS7HZIO,SKU-00031,walmart,2025-07-11 13:02:28.163485,25.0,15.61,40.6,2,10.06,20.3,10.24,987.17,89
BYKL1CQ99,SKU-00032,amazon,2025-07-11 13:02:28.163485,254.92,110.07,364.98,7,17.13,52.14,35.01,1199.01,56
BCHJ755NF,SKU-00033,amazon,2025-07-11 13:02:28.163485,135.74,49.87,185.62,2,61.36,92.81,31.45,3194.03,80
B4ZW9XA3K,SKU-00034,amazon,2025-07-11 13:02:28.163485,169.69,27.67,197.36,4,20.8,49.34,28.54,3731.28,47
BX7EEDTJV,SKU-00035,walmart,2025-07-11 13:02:28.163485,33.92,38.56,72.48,1,46.91,72.48,25.57,4883.57,67
BZHWJR64D,SKU-00036,walmart,2025-07-11 13:02:28.163485,64.98,24.17,89.15,5,7.91,17.83,9.92,439.06,20
