asin,date,cost_of_goods_sold,platform_fees,fulfillment_fees,storage_fees,payment_terms_days,currency_rate,carrying_cost_rate
BI7P5TB94,2025-06-30 17:06:27.324910,90.53,26.27,33.1,2.58,45,1.0001,0.1233
B874FRHOC,2025-06-30 17:06:27.324910,89.28,20.28,29.32,1.06,30,1.0314,0.1373
BN9J2QP89,2025-06-30 17:06:27.324910,23.66,5.86,7.56,1.56,30,1.0067,0.1588
BUZFK8UT0,2025-06-30 17:06:27.324910,34.02,6.79,6.02,2.36,14,0.9979,0.1722
BCVS4F8CG,2025-06-30 17:06:27.324910,73.92,13.37,13.57,1.45,30,0.9804,0.1616
BVYIE6IVW,2025-06-30 17:06:27.324910,123.84,28.51,27.78,0.55,45,1.029,0.1266
BPVS7HZIO,2025-06-30 17:06:27.324910,115.28,18.47,21.53,1.37,30,0.9761,0.1697
BYKL1CQ99,2025-06-30 17:06:27.324910,35.08,8.01,29.01,1.69,14,1.0055,0.124
BCHJ755NF,2025-06-30 17:06:27.324910,102.04,23.82,9.88,1.33,45,0.9696,0.1702
B4ZW9XA3K,2025-06-30 17:06:27.324910,95.3,37.66,29.26,2.4,30,0.9812,0.1322
BX7EEDTJV,2025-06-30 17:06:27.324910,84.52,10.93,6.39,1.87,45,1.0137,0.1449
BZHWJR64D,2025-06-30 17:06:27.324910,79.68,27.65,8.74,2.67,45,1.0014,0.1712
BPJA1WJ0T,2025-06-30 17:06:27.324910,55.06,23.78,10.05,1.89,14,1.0094,0.1672
BPAC56T4U,2025-06-30 17:06:27.324910,46.8,8.96,9.48,0.78,14,0.9912,0.1786
BFEL6246H,2025-06-30 17:06:27.324910,44.41,11.28,6.97,0.94,45,1.0202,0.1394
BID25OWF7,2025-06-30 17:06:27.324910,52.9,13.63,5.01,0.91,45,0.9766,0.1384
B5935A0L7,2025-06-30 17:06:27.324910,0.0,5.95,0.0,1.86,45,0.9844,0.149
B253J2D54,2025-06-30 17:06:27.324910,78.2,19.43,14.03,1.75,45,0.9662,0.1208
BI3QK2IAG,2025-06-30 17:06:27.324910,34.69,10.03,2.66,0.6,30,0.9835,0.1327
BL58KXO9T,2025-06-30 17:06:27.324910,52.45,10.67,13.52,1.28,45,0.9675,0.1758
B7E8G8JDP,2025-06-30 17:06:27.324910,0.0,4.38,0.0,2.32,30,0.9816,0.1451
B0LVSNUJZ,2025-06-30 17:06:27.324910,171.44,36.79,11.7,1.24,14,0.9859,0.1239
BA7TZ0YNC,2025-06-30 17:06:27.324910,117.2,30.2,11.04,1.39,30,1.0288,0.1528
BXLL4ZKLO,2025-06-30 17:06:27.324910,0.0,3.69,0.0,0.99,14,1.0214,0.16
BOKEP7Y6W,2025-06-30 17:06:27.324910,195.48,65.42,106.68,1.39,45,1.0109,0.1546
BKTAKPUXQ,2025-06-30 17:06:27.324910,19.6,4.28,5.34,2.37,30,1.019,0.1245
BXAJI0Y6D,2025-07-01 17:06:27.324910,122.29,24.37,21.1,2.99,30,0.9721,0.1415
BPBHSAHXT,2025-07-01 17:06:27.324910,157.43,20.26,36.98,2.35,45,0.9955,0.1636
BHV3A3ZMF,2025-07-01 17:06:27.324910,0.0,2.26,0.0,2.33,45,0.9853,0.1546
B8MDD4V30,2025-07-01 17:06:27.324910,84.72,18.77,26.34,1.61,30,1.01,0.1233
BT9NT3W5U,2025-07-01 17:06:27.324910,0.0,9.03,0.0,2.12,45,1.0068,0.1204
BZBIKCIDK,2025-07-01 17:06:27.324910,44.88,8.82,3.68,1.57,45,1.0152,0.128
BWNNHJ7XV,2025-07-01 17:06:27.324910,42.28,7.75,11.21,1.84,45,0.9626,0.1455
BG0FN9XUY,2025-07-01 17:06:27.324910,0.0,1.32,0.0,0.58,14,0.976,0.1423
B41IBLJH7,2025-07-01 17:06:27.324910,46.02,6.57,11.67,1.93,30,0.9785,0.1795
B5LXO6QJI,2025-07-01 17:06:27.324910,23.52,9.68,12.99,2.92,14,1.0369,0.1267
BUJV6OH9S,2025-07-01 17:06:27.324910,0.0,4.69,0.0,1.45,45,1.0045,0.1548
BDBDW2PCN,2025-07-01 17:06:27.324910,36.57,8.79,2.32,2.25,45,1.0206,0.1678
B9T84AZYT,2025-07-01 17:06:27.324910,84.78,26.93,20.55,1.41,30,1.0104,0.1675
BJXEPQ85J,2025-07-01 17:06:27.324910,61.32,14.24,27.91,0.8,45,1.0112,0.1482
BSG65KXVF,2025-07-01 17:06:27.324910,7.4,2.44,2.28,2.16,14,1.0043,0.144
B1T2TALA7,2025-07-01 17:06:27.324910,32.11,8.4,7.77,1.66,30,0.9836,0.1461
B53LC58DR,2025-07-01 17:06:27.324910,96.12,12.91,7.14,1.31,30,1.0304,0.1208
BC11ERTJ5,2025-07-01 17:06:27.324910,79.35,28.79,22.33,0.93,45,0.9965,0.1514
BPHT0HL9X,2025-07-01 17:06:27.324910,14.03,3.99,2.96,2.67,30,1.0016,0.1245
BPSEIMVIH,2025-07-01 17:06:27.324910,71.7,13.28,14.41,1.09,30,1.0041,0.1716
BCWI64CIY,2025-07-01 17:06:27.324910,26.16,3.98,3.6,0.65,30,0.9895,0.1732
BHE7UR23G,2025-07-01 17:06:27.324910,152.23,25.95,63.88,1.23,45,0.9875,0.1747
BDPPQ0Y9D,2025-07-01 17:06:27.324910,30.98,7.07,3.17,2.5,30,0.9574,0.1632
BOM5IGQPK,2025-07-01 17:06:27.324910,148.14,51.05,36.38,1.42,45,1.0087,0.1619
BI7P5TB94,2025-07-01 17:06:27.324910,95.16,22.3,18.6,2.09,30,0.9831,0.1251
B874FRHOC,2025-07-01 17:06:27.324910,63.27,10.8,7.45,2.31,45,1.0068,0.1395
BN9J2QP89,2025-07-01 17:06:27.324910,0.0,1.12,0.0,1.58,45,1.009,0.1276
BUZFK8UT0,2025-07-01 17:06:27.324910,0.0,2.5,0.0,1.93,45,1.0038,0.1593
BCVS4F8CG,2025-07-01 17:06:27.324910,61.77,16.73,23.67,2.49,45,1.0121,0.1562
BVYIE6IVW,2025-07-01 17:06:27.324910,111.06,37.02,22.46,0.66,14,0.9738,0.1646
BPVS7HZIO,2025-07-01 17:06:27.324910,61.11,18.15,7.36,1.55,45,0.9716,0.1616
BYKL1CQ99,2025-07-01 17:06:27.324910,64.74,15.86,14.24,2.37,30,1.0186,0.1212
BCHJ755NF,2025-07-01 17:06:27.324910,115.96,25.34,8.7,0.94,14,1.0056,0.1613
B4ZW9XA3K,2025-07-01 17:06:27.324910,45.98,9.59,6.65,2.39,14,1.0159,0.1788
BX7EEDTJV,2025-07-01 17:06:27.324910,77.31,18.45,2.58,1.45,45,1.0016,0.1338
BZHWJR64D,2025-07-01 17:06:27.324910,122.68,15.06,20.03,1.52,30,0.9821,0.1269
BPJA1WJ0T,2025-07-01 17:06:27.324910,16.63,3.49,4.39,2.19,14,0.9842,0.159
BPAC56T4U,2025-07-01 17:06:27.324910,78.36,21.58,28.42,2.26,45,1.0169,0.1639
BFEL6246H,2025-07-01 17:06:27.324910,65.58,12.75,39.47,0.83,45,1.0137,0.1258
BID25OWF7,2025-07-01 17:06:27.324910,0.0,1.47,0.0,1.49,45,1.0324,0.1755
B5935A0L7,2025-07-01 17:06:27.324910,35.67,9.21,2.86,0.97,14,1.0149,0.1682
B253J2D54,2025-07-01 17:06:27.324910,23.67,7.64,19.18,2.56,30,0.9909,0.163
BI3QK2IAG,2025-07-01 17:06:27.324910,0.0,5.58,0.0,2.69,45,0.9654,0.1437
BL58KXO9T,2025-07-01 17:06:27.324910,118.56,22.13,43.15,1.07,45,1.0279,0.1537
B7E8G8JDP,2025-07-01 17:06:27.324910,0.0,2.81,0.0,2.67,45,1.0239,0.1631
B0LVSNUJZ,2025-07-01 17:06:27.324910,56.82,8.85,8.74,2.02,14,0.9985,0.147
BA7TZ0YNC,2025-07-01 17:06:27.324910,107.01,14.23,14.13,0.88,30,1.0044,0.1777
BXLL4ZKLO,2025-07-01 17:06:27.324910,27.0,5.18,11.43,2.95,45,0.9889,0.1567
BOKEP7Y6W,2025-07-01 17:06:27.324910,104.4,46.56,47.51,2.79,30,1.0057,0.1462
BKTAKPUXQ,2025-07-01 17:06:27.324910,0.0,2.21,0.0,1.17,30,1.0095,0.1359
BXAJI0Y6D,2025-07-02 17:06:27.324910,0.0,3.82,0.0,0.9,14,1.0153,0.1404
BPBHSAHXT,2025-07-02 17:06:27.324910,0.0,2.56,0.0,2.15,45,1.0036,0.1526
BHV3A3ZMF,2025-07-02 17:06:27.324910,51.52,14.4,15.59,2.33,30,1.0109,0.1698
B8MDD4V30,2025-07-02 17:06:27.324910,54.65,20.7,38.74,0.89,14,0.9868,0.1389
BT9NT3W5U,2025-07-02 17:06:27.324910,65.92,18.3,46.95,2.42,45,0.9947,0.129
BZBIKCIDK,2025-07-02 17:06:27.324910,0.0,3.6,0.0,1.16,30,1.0238,0.1426
BWNNHJ7XV,2025-07-02 17:06:27.324910,71.48,9.5,7.12,2.63,14,1.0028,0.1221
BG0FN9XUY,2025-07-02 17:06:27.324910,69.39,20.46,21.71,2.32,45,0.9685,0.1792
B41IBLJH7,2025-07-02 17:06:27.324910,48.48,10.97,3.83,1.53,14,1.0017,0.1671
B5LXO6QJI,2025-07-02 17:06:27.324910,131.11,18.66,36.06,1.62,30,1.0208,0.1207
BUJV6OH9S,2025-07-02 17:06:27.324910,82.4,20.14,48.85,2.29,30,0.9833,0.121
BDBDW2PCN,2025-07-02 17:06:27.324910,51.66,15.63,5.56,2.16,14,0.9943,0.1294
B9T84AZYT,2025-07-02 17:06:27.324910,303.55,50.36,61.55,0.99,45,1.028,0.1323
BJXEPQ85J,2025-07-02 17:06:27.324910,55.72,16.12,46.2,1.51,14,0.9939,0.1543
BSG65KXVF,2025-07-02 17:06:27.324910,0.0,3.16,0.0,1.31,30,0.9721,0.1324
B1T2TALA7,2025-07-02 17:06:27.324910,0.0,7.18,0.0,2.98,14,0.9967,0.1537
B53LC58DR,2025-07-02 17:06:27.324910,10.06,2.77,2.55,1.65,14,1.0201,0.1652
BC11ERTJ5,2025-07-02 17:06:27.324910,53.76,10.18,29.45,2.59,30,1.0162,0.1523
BPHT0HL9X,2025-07-02 17:06:27.324910,75.5,12.21,7.42,2.42,30,1.026,0.1351
BPSEIMVIH,2025-07-02 17:06:27.324910,45.12,14.61,8.71,1.16,14,0.9654,0.1342
BCWI64CIY,2025-07-02 17:06:27.324910,79.24,19.62,16.57,1.09,14,1.0145,0.1228
BHE7UR23G,2025-07-02 17:06:27.324910,0.0,2.15,0.0,0.68,30,1.0003,0.1415
BDPPQ0Y9D,2025-07-02 17:06:27.324910,84.3,27.34,16.53,1.87,14,0.9888,0.1393
BOM5IGQPK,2025-07-02 17:06:27.324910,67.68,8.4,3.9,2.81,14,0.9956,0.169
BI7P5TB94,2025-07-02 17:06:27.324910,50.1,14.93,8.94,2.44,14,1.0015,0.1382
B874FRHOC,2025-07-02 17:06:27.324910,64.04,19.14,30.94,2.31,30,1.0101,0.1203
BN9J2QP89,2025-07-02 17:06:27.324910,36.84,11.9,6.24,2.49,45,0.9817,0.179
BUZFK8UT0,2025-07-02 17:06:27.324910,42.84,9.47,7.05,0.52,30,1.0185,0.1367
BCVS4F8CG,2025-07-02 17:06:27.324910,87.68,25.59,9.33,1.25,30,0.9592,0.1759
BVYIE6IVW,2025-07-02 17:06:27.324910,26.16,8.7,6.5,0.89,30,0.9873,0.1203
BPVS7HZIO,2025-07-02 17:06:27.324910,33.96,9.0,6.06,2.4,30,1.0028,0.1307
BYKL1CQ99,2025-07-02 17:06:27.324910,39.76,9.84,14.69,0.6,14,0.9869,0.1564
BCHJ755NF,2025-07-02 17:06:27.324910,0.0,2.59,0.0,2.54,30,0.9827,0.1633
B4ZW9XA3K,2025-07-02 17:06:27.324910,75.96,23.14,16.25,1.1,14,0.9785,0.1403
BX7EEDTJV,2025-07-02 17:06:27.324910,51.13,10.82,6.83,1.35,30,0.9882,0.1413
BZHWJR64D,2025-07-02 17:06:27.324910,203.28,36.29,30.13,0.64,14,1.0021,0.1664
BPJA1WJ0T,2025-07-02 17:06:27.324910,35.67,7.14,3.83,2.35,14,1.0081,0.121
BPAC56T4U,2025-07-02 17:06:27.324910,24.18,7.47,10.83,0.71,30,0.9837,0.1361
BFEL6246H,2025-07-02 17:06:27.324910,64.77,18.56,2.08,1.67,45,1.0324,0.1751
BID25OWF7,2025-07-02 17:06:27.324910,0.0,6.13,0.0,2.24,45,1.0013,0.1269
B5935A0L7,2025-07-02 17:06:27.324910,48.36,18.08,9.85,0.85,45,1.0098,0.165
B253J2D54,2025-07-02 17:06:27.324910,42.2,7.18,2.37,2.03,45,0.9995,0.1253
BI3QK2IAG,2025-07-02 17:06:27.324910,72.03,10.61,44.86,2.01,30,0.9901,0.1388
BL58KXO9T,2025-07-02 17:06:27.324910,51.36,13.16,16.75,2.2,14,0.988,0.163
B7E8G8JDP,2025-07-02 17:06:27.324910,81.22,18.19,13.1,0.85,30,1.0158,0.1396
B0LVSNUJZ,2025-07-02 17:06:27.324910,34.02,9.41,23.4,1.32,30,1.0021,0.1744
BA7TZ0YNC,2025-07-02 17:06:27.324910,104.24,28.71,46.74,1.87,14,1.0214,0.1268
BXLL4ZKLO,2025-07-02 17:06:27.324910,0.0,10.37,0.0,0.88,45,0.9642,0.1437
BOKEP7Y6W,2025-07-02 17:06:27.324910,40.77,7.36,16.88,2.92,30,1.0024,0.1786
BKTAKPUXQ,2025-07-02 17:06:27.324910,17.47,4.42,3.92,0.9,14,0.9799,0.1581
BXAJI0Y6D,2025-07-03 17:06:27.324910,21.12,6.72,2.64,1.48,30,0.9833,0.1644
BPBHSAHXT,2025-07-03 17:06:27.324910,65.82,12.42,22.48,0.75,30,1.0416,0.1293
BHV3A3ZMF,2025-07-03 17:06:27.324910,0.0,5.26,0.0,1.46,14,1.0342,0.128
B8MDD4V30,2025-07-03 17:06:27.324910,112.8,22.71,12.23,1.9,45,1.0206,0.1704
BT9NT3W5U,2025-07-03 17:06:27.324910,79.9,19.03,9.71,1.35,30,1.0106,0.1691
BZBIKCIDK,2025-07-03 17:06:27.324910,57.04,23.92,44.46,1.62,14,0.9983,0.1776
BWNNHJ7XV,2025-07-03 17:06:27.324910,156.0,20.83,48.47,2.07,45,0.9864,0.1759
BG0FN9XUY,2025-07-03 17:06:27.324910,0.0,5.56,0.0,1.53,45,0.9898,0.1502
B41IBLJH7,2025-07-03 17:06:27.324910,72.57,17.02,14.44,1.03,45,1.0003,0.1363
B5LXO6QJI,2025-07-03 17:06:27.324910,90.06,12.32,6.91,0.58,14,0.9703,0.1504
BUJV6OH9S,2025-07-03 17:06:27.324910,87.5,19.41,23.25,0.89,45,0.9896,0.1494
BDBDW2PCN,2025-07-03 17:06:27.324910,144.42,19.99,37.68,2.56,30,0.985,0.1548
B9T84AZYT,2025-07-03 17:06:27.324910,71.04,14.17,16.79,1.84,14,1.0099,0.1651
BJXEPQ85J,2025-07-03 17:06:27.324910,0.0,3.24,0.0,1.22,45,1.0059,0.1483
BSG65KXVF,2025-07-03 17:06:27.324910,32.02,10.04,4.06,0.86,45,0.9993,0.1397
B1T2TALA7,2025-07-03 17:06:27.324910,65.5,20.26,13.1,1.28,45,0.9716,0.1707
B53LC58DR,2025-07-03 17:06:27.324910,0.0,3.94,0.0,1.17,14,1.0025,0.1332
BC11ERTJ5,2025-07-03 17:06:27.324910,51.52,8.47,6.53,0.74,30,0.968,0.1426
BPHT0HL9X,2025-07-03 17:06:27.324910,36.27,12.75,7.05,1.81,45,0.9965,0.1333
BPSEIMVIH,2025-07-03 17:06:27.324910,0.0,2.99,0.0,1.06,30,1.0057,0.1577
BCWI64CIY,2025-07-03 17:06:27.324910,0.0,4.58,0.0,1.48,30,0.9944,0.1311
BHE7UR23G,2025-07-03 17:06:27.324910,0.0,3.31,0.0,1.89,30,0.9854,0.1752
BDPPQ0Y9D,2025-07-03 17:06:27.324910,86.02,17.48,9.88,1.01,14,0.9971,0.121
BOM5IGQPK,2025-07-03 17:06:27.324910,32.5,13.62,5.43,1.63,14,0.9808,0.1599
BI7P5TB94,2025-07-03 17:06:27.324910,35.45,5.51,4.43,1.25,30,0.9657,0.1445
B874FRHOC,2025-07-03 17:06:27.324910,126.38,22.89,7.12,0.58,14,0.9895,0.1543
BN9J2QP89,2025-07-03 17:06:27.324910,0.0,3.74,0.0,0.82,14,1.0,0.1757
BUZFK8UT0,2025-07-03 17:06:27.324910,203.28,30.28,19.17,2.74,45,1.0372,0.1757
BCVS4F8CG,2025-07-03 17:06:27.324910,84.26,14.57,7.82,0.81,30,1.0131,0.1499
BVYIE6IVW,2025-07-03 17:06:27.324910,94.08,19.38,8.95,2.74,30,1.0147,0.1486
BPVS7HZIO,2025-07-03 17:06:27.324910,131.2,21.77,38.25,2.98,14,0.9788,0.1652
BYKL1CQ99,2025-07-03 17:06:27.324910,110.48,25.43,13.64,2.59,14,1.0067,0.1573
BCHJ755NF,2025-07-03 17:06:27.324910,67.6,10.93,10.97,1.26,30,0.9807,0.177
B4ZW9XA3K,2025-07-03 17:06:27.324910,140.58,27.74,40.88,2.51,45,0.9878,0.1575
BX7EEDTJV,2025-07-03 17:06:27.324910,83.2,18.14,26.32,2.15,14,1.0151,0.1504
BZHWJR64D,2025-07-03 17:06:27.324910,30.75,6.29,6.02,1.71,45,1.0267,0.1495
BPJA1WJ0T,2025-07-03 17:06:27.324910,0.0,2.74,0.0,0.87,14,1.0125,0.1449
BPAC56T4U,2025-07-03 17:06:27.324910,53.32,7.65,20.93,0.91,30,0.9563,0.1363
BFEL6246H,2025-07-03 17:06:27.324910,0.0,5.57,0.0,1.13,45,1.011,0.1481
BID25OWF7,2025-07-03 17:06:27.324910,0.0,4.05,0.0,1.14,30,0.9986,0.1678
B5935A0L7,2025-07-03 17:06:27.324910,41.58,8.58,11.4,1.29,30,1.0183,0.1298
B253J2D54,2025-07-03 17:06:27.324910,115.52,21.42,44.67,2.3,30,1.0141,0.1323
BI3QK2IAG,2025-07-03 17:06:27.324910,128.85,35.31,9.56,2.68,30,1.0093,0.1341
BL58KXO9T,2025-07-03 17:06:27.324910,223.16,40.02,17.27,2.52,14,1.0371,0.1229
B7E8G8JDP,2025-07-03 17:06:27.324910,0.0,6.84,0.0,2.46,30,1.0029,0.1302
B0LVSNUJZ,2025-07-03 17:06:27.324910,47.95,17.28,33.61,1.89,30,0.941,0.1544
BA7TZ0YNC,2025-07-03 17:06:27.324910,76.64,21.32,28.64,2.4,14,1.0005,0.1542
BXLL4ZKLO,2025-07-03 17:06:27.324910,26.74,5.34,3.58,2.97,30,0.9965,0.1513
BOKEP7Y6W,2025-07-03 17:06:27.324910,0.0,9.31,0.0,1.63,30,1.0233,0.1281
BKTAKPUXQ,2025-07-03 17:06:27.324910,0.0,3.23,0.0,0.52,30,1.0186,0.174
BXAJI0Y6D,2025-07-04 17:06:27.324910,49.41,13.27,6.81,2.34,45,1.0032,0.1214
BPBHSAHXT,2025-07-04 17:06:27.324910,155.0,30.92,30.67,1.16,14,1.0006,0.1493
BHV3A3ZMF,2025-07-04 17:06:27.324910,70.72,16.43,4.12,2.04,45,0.9935,0.1523
B8MDD4V30,2025-07-04 17:06:27.324910,0.0,0.84,0.0,2.9,14,1.0055,0.1219
BT9NT3W5U,2025-07-04 17:06:27.324910,0.0,3.89,0.0,0.88,45,1.0217,0.1483
BZBIKCIDK,2025-07-04 17:06:27.324910,0.0,0.87,0.0,2.04,14,1.0085,0.178
BWNNHJ7XV,2025-07-04 17:06:27.324910,0.0,3.21,0.0,1.76,30,1.0115,0.1394
BG0FN9XUY,2025-07-04 17:06:27.324910,102.6,16.64,18.93,1.63,45,1.0287,0.1392
B41IBLJH7,2025-07-04 17:06:27.324910,22.04,9.09,3.88,2.49,14,1.0206,0.121
B5LXO6QJI,2025-07-04 17:06:27.324910,100.45,31.57,21.98,2.58,30,1.0332,0.1496
BUJV6OH9S,2025-07-04 17:06:27.324910,39.68,6.62,24.98,1.56,45,0.9929,0.1353
BDBDW2PCN,2025-07-04 17:06:27.324910,105.48,22.43,17.79,2.61,14,0.9897,0.1723
B9T84AZYT,2025-07-04 17:06:27.324910,138.9,29.28,22.19,2.01,30,1.0443,0.1726
BJXEPQ85J,2025-07-04 17:06:27.324910,80.64,13.91,38.29,1.57,45,0.9927,0.1695
BSG65KXVF,2025-07-04 17:06:27.324910,0.0,5.32,0.0,0.66,45,0.9699,0.1341
B1T2TALA7,2025-07-04 17:06:27.324910,142.28,26.17,20.13,2.69,30,0.98,0.1256
B53LC58DR,2025-07-04 17:06:27.324910,30.57,6.18,12.28,0.71,14,1.0155,0.1343
BC11ERTJ5,2025-07-04 17:06:27.324910,19.7,5.89,2.77,2.13,45,0.9834,0.1625
BPHT0HL9X,2025-07-04 17:06:27.324910,64.25,14.69,4.49,0.55,14,1.0032,0.129
BPSEIMVIH,2025-07-04 17:06:27.324910,145.05,25.72,14.06,2.59,30,1.0035,0.1405
BCWI64CIY,2025-07-04 17:06:27.324910,20.45,4.21,5.66,0.57,14,0.9888,0.1755
BHE7UR23G,2025-07-04 17:06:27.324910,47.2,10.31,3.56,0.64,14,0.9879,0.1231
BDPPQ0Y9D,2025-07-04 17:06:27.324910,59.55,19.26,16.14,1.03,30,1.0064,0.1327
BOM5IGQPK,2025-07-04 17:06:27.324910,23.92,9.02,28.91,2.01,14,0.9968,0.1571
BI7P5TB94,2025-07-04 17:06:27.324910,43.95,11.38,5.3,2.13,45,1.0263,0.1229
B874FRHOC,2025-07-04 17:06:27.324910,0.0,3.02,0.0,2.37,45,0.9609,0.1525
BN9J2QP89,2025-07-04 17:06:27.324910,0.0,6.12,0.0,1.42,30,0.9967,0.1279
BUZFK8UT0,2025-07-04 17:06:27.324910,118.41,24.73,11.86,0.92,14,0.9798,0.1675
BCVS4F8CG,2025-07-04 17:06:27.324910,0.0,2.68,0.0,2.92,14,0.9813,0.153
BVYIE6IVW,2025-07-04 17:06:27.324910,98.48,30.8,15.68,0.83,14,0.9979,0.1497
BPVS7HZIO,2025-07-04 17:06:27.324910,0.0,1.46,0.0,2.17,14,0.9898,0.1498
BYKL1CQ99,2025-07-04 17:06:27.324910,59.85,8.97,6.4,2.38,45,1.013,0.156
BCHJ755NF,2025-07-04 17:06:27.324910,154.65,26.06,15.99,0.86,14,1.0104,0.135
B4ZW9XA3K,2025-07-04 17:06:27.324910,84.5,11.77,6.77,1.86,45,0.9769,0.1289
BX7EEDTJV,2025-07-04 17:06:27.324910,0.0,2.34,0.0,1.54,30,1.0054,0.1577
BZHWJR64D,2025-07-04 17:06:27.324910,36.33,6.65,3.73,1.72,30,1.0184,0.1632
BPJA1WJ0T,2025-07-04 17:06:27.324910,46.2,13.79,7.13,2.96,30,1.0442,0.177
BPAC56T4U,2025-07-04 17:06:27.324910,0.0,4.9,0.0,0.63,30,1.0041,0.1629
BFEL6246H,2025-07-04 17:06:27.324910,47.39,8.09,5.95,2.46,30,0.9675,0.1712
BID25OWF7,2025-07-04 17:06:27.324910,23.13,9.45,2.82,1.4,30,1.0046,0.1724
B5935A0L7,2025-07-04 17:06:27.324910,214.0,44.36,29.57,0.97,30,0.9744,0.1327
B253J2D54,2025-07-04 17:06:27.324910,0.0,5.16,0.0,2.48,45,1.0531,0.1778
BI3QK2IAG,2025-07-04 17:06:27.324910,44.42,13.24,6.26,1.93,14,0.9814,0.1386
BL58KXO9T,2025-07-04 17:06:27.324910,0.0,3.48,0.0,1.02,30,0.9978,0.1622
B7E8G8JDP,2025-07-04 17:06:27.324910,257.55,61.54,91.32,1.76,14,0.986,0.1333
B0LVSNUJZ,2025-07-04 17:06:27.324910,22.64,10.3,5.06,2.4,45,0.984,0.1688
BA7TZ0YNC,2025-07-04 17:06:27.324910,96.7,14.02,4.02,2.29,45,0.9987,0.1686
BXLL4ZKLO,2025-07-04 17:06:27.324910,128.19,29.63,8.51,1.28,14,1.0085,0.1735
BOKEP7Y6W,2025-07-04 17:06:27.324910,63.66,20.13,12.55,1.56,30,1.0213,0.1221
BKTAKPUXQ,2025-07-04 17:06:27.324910,64.33,14.2,23.94,2.51,14,1.028,0.1466
BXAJI0Y6D,2025-07-05 17:06:27.324910,0.0,2.64,0.0,2.53,45,1.0237,0.1274
BPBHSAHXT,2025-07-05 17:06:27.324910,0.0,1.81,0.0,1.08,45,0.9687,0.145
BHV3A3ZMF,2025-07-05 17:06:27.324910,36.96,13.19,8.1,0.87,14,0.998,0.1221
B8MDD4V30,2025-07-05 17:06:27.324910,60.2,10.84,4.95,1.64,45,0.9928,0.153
BT9NT3W5U,2025-07-05 17:06:27.324910,0.0,3.48,0.0,1.1,30,1.0307,0.124
BZBIKCIDK,2025-07-05 17:06:27.324910,94.2,22.41,21.82,2.24,45,1.0111,0.1506
BWNNHJ7XV,2025-07-05 17:06:27.324910,35.79,7.41,4.97,2.15,30,1.0141,0.1553
BG0FN9XUY,2025-07-05 17:06:27.324910,81.3,12.41,4.45,2.19,14,1.0266,0.1308
B41IBLJH7,2025-07-05 17:06:27.324910,55.08,14.9,9.28,1.02,30,0.9924,0.1556
B5LXO6QJI,2025-07-05 17:06:27.324910,62.52,17.96,23.97,1.34,14,1.0095,0.1393
BUJV6OH9S,2025-07-05 17:06:27.324910,99.36,18.96,15.71,2.89,45,1.0024,0.1212
BDBDW2PCN,2025-07-05 17:06:27.324910,28.3,8.99,6.32,1.02,14,0.9867,0.1615
B9T84AZYT,2025-07-05 17:06:27.324910,0.0,4.72,0.0,1.79,45,1.0118,0.157
BJXEPQ85J,2025-07-05 17:06:27.324910,49.36,11.66,27.88,2.56,45,0.9964,0.1661
BSG65KXVF,2025-07-05 17:06:27.324910,22.35,5.67,6.75,0.65,30,1.0329,0.1464
B1T2TALA7,2025-07-05 17:06:27.324910,85.12,20.54,12.47,0.7,14,1.0168,0.1694
B53LC58DR,2025-07-05 17:06:27.324910,167.37,25.38,14.45,1.3,30,0.9943,0.1757
BC11ERTJ5,2025-07-05 17:06:27.324910,60.82,23.17,10.58,1.33,45,1.0192,0.1233
BPHT0HL9X,2025-07-05 17:06:27.324910,22.79,3.72,7.08,2.06,45,0.9825,0.124
BPSEIMVIH,2025-07-05 17:06:27.324910,35.62,9.36,4.1,1.6,14,0.988,0.1496
BCWI64CIY,2025-07-05 17:06:27.324910,0.0,3.43,0.0,0.59,30,1.0526,0.1341
BHE7UR23G,2025-07-05 17:06:27.324910,134.54,30.11,43.96,1.53,45,0.9767,0.1469
BDPPQ0Y9D,2025-07-05 17:06:27.324910,21.7,6.15,12.91,1.84,14,1.0216,0.128
BOM5IGQPK,2025-07-05 17:06:27.324910,0.0,5.0,0.0,2.9,14,1.0104,0.1205
BI7P5TB94,2025-07-05 17:06:27.324910,0.0,4.48,0.0,0.89,45,1.0462,0.1571
B874FRHOC,2025-07-05 17:06:27.324910,0.0,1.81,0.0,1.86,14,1.0009,0.1244
BN9J2QP89,2025-07-05 17:06:27.324910,0.0,4.95,0.0,2.86,30,1.036,0.1702
BUZFK8UT0,2025-07-05 17:06:27.324910,197.4,51.99,37.02,2.13,30,1.011,0.1764
BCVS4F8CG,2025-07-05 17:06:27.324910,12.33,5.31,3.12,2.81,14,1.0018,0.1327
BVYIE6IVW,2025-07-05 17:06:27.324910,0.0,3.8,0.0,0.84,14,1.0145,0.1316
BPVS7HZIO,2025-07-05 17:06:27.324910,0.0,1.21,0.0,1.82,14,1.0159,0.1319
BYKL1CQ99,2025-07-05 17:06:27.324910,29.86,4.44,2.61,0.87,14,0.9783,0.1219
BCHJ755NF,2025-07-05 17:06:27.324910,115.8,15.45,75.08,2.99,30,1.0061,0.1239
B4ZW9XA3K,2025-07-05 17:06:27.324910,56.23,13.95,3.1,2.34,30,1.0334,0.1788
