keyword_id,campaign_id,keyword,match_type,impressions,clicks,spend,sales,orders,date,bid,avg_position
KW-CAMP-000007-2,CAMP-000007,usb cable,exact,5830,148,398.34,533.71,6,2025-07-09 17:06:27.128080,1.56,2.4
KW-CAMP-000007-3,CAMP-000007,bluetooth speaker,exact,213,5,14.59,19.54,0,2025-07-09 17:06:27.128080,1.18,5.1
KW-CAMP-000007-4,CAMP-000007,gaming mouse,phrase,1638,41,111.97,150.02,1,2025-07-09 17:06:27.128080,0.78,15.3
KW-CAMP-000008-1,CAMP-000008,fitness tracker,exact,909,58,72.74,199.99,5,2025-07-09 17:06:27.128080,0.41,10.9
KW-CAMP-000008-2,CAMP-000008,keyboard,phrase,1549,99,123.95,340.76,10,2025-07-09 17:06:27.128080,0.76,17.9
KW-CAMP-000008-3,CAMP-000008,wireless headphones,exact,661,42,52.89,145.4,4,2025-07-09 17:06:27.128080,1.46,4.3
KW-CAMP-000008-4,CAMP-000008,charging cable,exact,342,22,27.41,75.36,2,2025-07-09 17:06:27.128080,1.25,8.8
KW-CAMP-000008-5,CAMP-000008,phone mount,broad,290,18,23.23,63.85,1,2025-07-09 17:06:27.128080,0.34,2.5
KW-CAMP-000008-6,CAMP-000008,usb cable,broad,1094,70,87.56,240.73,7,2025-07-09 17:06:27.128080,1.25,3.6
KW-CAMP-000009-1,CAMP-000009,charging cable,phrase,74,4,2.91,11.02,0,2025-07-09 17:06:27.128080,1.02,1.5
KW-CAMP-000009-2,CAMP-000009,bluetooth speaker,exact,18,1,0.71,2.7,0,2025-07-09 17:06:27.128080,0.79,4.4
KW-CAMP-000009-3,CAMP-000009,gaming mouse,broad,7,0,0.3,1.13,0,2025-07-09 17:06:27.128080,0.53,16.9
KW-CAMP-000009-4,CAMP-000009,power bank,broad,233,13,9.04,34.3,0,2025-07-09 17:06:27.128080,0.41,7.8
KW-CAMP-000009-5,CAMP-000009,phone case,broad,5,0,0.2,0.75,0,2025-07-09 17:06:27.128080,0.85,4.8
KW-CAMP-000009-6,CAMP-000009,gaming mouse,broad,194,11,7.55,28.65,0,2025-07-09 17:06:27.128080,0.58,13.0
KW-CAMP-000010-1,CAMP-000010,laptop bag,exact,178,7,23.26,7.13,0,2025-07-09 17:06:27.128080,1.6,15.3
KW-CAMP-000010-2,CAMP-000010,phone case,phrase,283,11,37.09,11.37,0,2025-07-09 17:06:27.128080,1.36,18.7
KW-CAMP-000010-3,CAMP-000010,screen protector,exact,278,11,36.34,11.14,0,2025-07-09 17:06:27.128080,0.88,8.4
KW-CAMP-000011-1,CAMP-000011,bluetooth speaker,broad,1031,35,97.92,463.59,4,2025-07-09 17:06:27.128080,0.48,16.4
KW-CAMP-000011-2,CAMP-000011,keyboard,broad,31,1,3.03,14.36,0,2025-07-09 17:06:27.128080,0.78,17.4
KW-CAMP-000011-3,CAMP-000011,usb cable,phrase,648,22,61.57,291.48,3,2025-07-09 17:06:27.128080,2.15,7.3
KW-CAMP-000011-4,CAMP-000011,usb cable,broad,55,1,5.25,24.85,0,2025-07-09 17:06:27.128080,2.42,18.8
KW-CAMP-000011-5,CAMP-000011,power bank,broad,1244,42,118.19,559.56,5,2025-07-09 17:06:27.128080,1.08,4.3
KW-CAMP-000012-1,CAMP-000012,car charger,phrase,254,9,14.54,68.8,1,2025-07-09 17:06:27.128080,0.57,1.5
KW-CAMP-000012-2,CAMP-000012,phone mount,broad,1793,63,102.49,485.01,8,2025-07-09 17:06:27.128080,0.97,18.5
KW-CAMP-000012-3,CAMP-000012,charging cable,phrase,2319,82,132.54,627.22,10,2025-07-09 17:06:27.128080,0.78,6.2
KW-CAMP-000013-1,CAMP-000013,keyboard,exact,245,6,6.84,34.06,0,2025-07-09 17:06:27.128080,0.89,15.5
KW-CAMP-000013-2,CAMP-000013,fitness tracker,phrase,471,12,13.11,65.3,1,2025-07-09 17:06:27.128080,1.29,13.4
KW-CAMP-000013-3,CAMP-000013,charging cable,exact,377,10,10.5,52.29,0,2025-07-09 17:06:27.128080,0.38,17.8
KW-CAMP-000013-4,CAMP-000013,car charger,phrase,680,18,18.94,94.31,1,2025-07-09 17:06:27.128080,1.27,18.2
KW-CAMP-000013-5,CAMP-000013,keyboard,exact,90,2,2.52,12.53,0,2025-07-09 17:06:27.128080,0.64,15.3
KW-CAMP-000013-6,CAMP-000013,usb cable,phrase,411,11,11.44,56.95,0,2025-07-09 17:06:27.128080,1.46,3.9
KW-CAMP-000014-1,CAMP-000014,gaming mouse,exact,484,11,34.58,15.04,0,2025-07-09 17:06:27.128080,0.37,19.6
KW-CAMP-000014-2,CAMP-000014,power bank,exact,269,6,19.26,8.38,0,2025-07-09 17:06:27.128080,0.73,3.1
KW-CAMP-000014-3,CAMP-000014,laptop bag,phrase,123,2,8.81,3.83,0,2025-07-09 17:06:27.128080,0.59,8.6
KW-CAMP-000014-4,CAMP-000014,screen protector,exact,267,6,19.11,8.31,0,2025-07-09 17:06:27.128080,1.29,12.9
KW-CAMP-000014-5,CAMP-000014,keyboard,broad,431,9,30.8,13.4,0,2025-07-09 17:06:27.128080,2.65,6.1
KW-CAMP-000014-6,CAMP-000014,charging cable,broad,691,15,49.35,21.47,0,2025-07-09 17:06:27.128080,0.73,2.1
KW-CAMP-000014-7,CAMP-000014,phone mount,exact,331,7,23.62,10.27,0,2025-07-09 17:06:27.128080,0.24,7.0
KW-CAMP-000015-1,CAMP-000015,gaming mouse,exact,1071,33,19.46,34.43,1,2025-07-09 17:06:27.128080,0.51,17.5
KW-CAMP-000015-2,CAMP-000015,fitness tracker,broad,632,19,11.49,20.32,0,2025-07-09 17:06:27.128080,0.81,8.0
KW-CAMP-000015-3,CAMP-000015,tablet stand,exact,938,29,17.05,30.16,1,2025-07-09 17:06:27.128080,0.25,13.0
KW-CAMP-000016-1,CAMP-000016,phone mount,exact,713,31,18.58,68.56,1,2025-07-09 17:06:27.128080,0.94,2.2
KW-CAMP-000016-2,CAMP-000016,phone mount,broad,600,26,15.61,57.62,1,2025-07-09 17:06:27.128080,1.04,1.2
KW-CAMP-000016-3,CAMP-000016,screen protector,exact,29,1,0.77,2.85,0,2025-07-09 17:06:27.128080,0.77,3.7
KW-CAMP-000016-4,CAMP-000016,phone case,phrase,772,34,20.1,74.17,2,2025-07-09 17:06:27.128080,1.17,17.7
KW-CAMP-000017-1,CAMP-000017,screen protector,broad,374,7,11.9,74.93,0,2025-07-09 17:06:27.128080,1.14,8.1
KW-CAMP-000017-2,CAMP-000017,wireless headphones,broad,13,0,0.43,2.69,0,2025-07-09 17:06:27.128080,1.08,18.8
KW-CAMP-000017-3,CAMP-000017,gaming mouse,exact,117,2,3.72,23.44,0,2025-07-09 17:06:27.128080,0.53,14.2
KW-CAMP-000018-1,CAMP-000018,phone case,exact,1353,112,92.03,122.68,3,2025-07-09 17:06:27.128080,1.11,16.9
KW-CAMP-000018-2,CAMP-000018,external drive,broad,334,27,22.74,30.31,0,2025-07-09 17:06:27.128080,0.7,6.9
KW-CAMP-000018-3,CAMP-000018,phone mount,exact,448,37,30.52,40.69,1,2025-07-09 17:06:27.128080,0.55,17.4
KW-CAMP-000018-4,CAMP-000018,charging cable,exact,411,34,27.95,37.26,1,2025-07-09 17:06:27.128080,2.01,10.4
KW-CAMP-000018-5,CAMP-000018,phone mount,exact,230,19,15.66,20.87,0,2025-07-09 17:06:27.128080,1.66,7.2
KW-CAMP-000018-6,CAMP-000018,keyboard,broad,1146,95,77.92,103.87,2,2025-07-09 17:06:27.128080,0.78,1.5
KW-CAMP-000018-7,CAMP-000018,wireless headphones,exact,380,31,25.87,34.49,0,2025-07-09 17:06:27.128080,3.11,12.1
KW-CAMP-000019-1,CAMP-000019,smart watch,phrase,784,55,108.03,274.5,10,2025-07-09 17:06:27.128080,1.37,18.8
KW-CAMP-000019-2,CAMP-000019,keyboard,broad,144,10,19.97,50.75,1,2025-07-09 17:06:27.128080,2.4,5.8
KW-CAMP-000019-3,CAMP-000019,tablet stand,exact,634,44,87.35,221.98,8,2025-07-09 17:06:27.128080,1.84,15.7
KW-CAMP-000019-4,CAMP-000019,charging cable,phrase,573,40,78.96,200.64,7,2025-07-09 17:06:27.128080,0.36,13.9
KW-CAMP-000019-5,CAMP-000019,external drive,broad,2385,169,328.61,835.02,30,2025-07-09 17:06:27.128080,1.06,11.7
KW-CAMP-000019-6,CAMP-000019,power bank,broad,2315,164,319.07,810.77,29,2025-07-09 17:06:27.128080,0.28,11.6
KW-CAMP-000019-7,CAMP-000019,phone mount,broad,302,21,41.72,106.02,3,2025-07-09 17:06:27.128080,0.82,18.6
KW-CAMP-000020-1,CAMP-000020,phone mount,exact,155,1,6.1,13.7,0,2025-07-09 17:06:27.128080,1.36,13.7
KW-CAMP-000020-2,CAMP-000020,screen protector,exact,859,9,33.77,75.81,1,2025-07-09 17:06:27.128080,0.63,3.0
KW-CAMP-000020-3,CAMP-000020,wireless headphones,phrase,571,6,22.45,50.39,0,2025-07-09 17:06:27.128080,1.35,16.9
KW-CAMP-000020-4,CAMP-000020,bluetooth speaker,phrase,1052,11,41.36,92.85,1,2025-07-09 17:06:27.128080,2.09,1.2
KW-CAMP-000020-5,CAMP-000020,usb cable,phrase,751,8,29.55,66.34,1,2025-07-09 17:06:27.128080,1.85,15.8
KW-CAMP-000021-1,CAMP-000021,phone case,exact,123,1,0.65,8.74,0,2025-07-09 17:06:27.128080,0.48,11.1
KW-CAMP-000021-2,CAMP-000021,car charger,phrase,217,2,1.14,15.41,0,2025-07-09 17:06:27.128080,0.91,12.9
KW-CAMP-000021-3,CAMP-000021,phone case,phrase,1669,21,8.77,118.1,4,2025-07-09 17:06:27.128080,0.31,5.9
KW-CAMP-000021-4,CAMP-000021,smart watch,exact,70,0,0.37,4.98,0,2025-07-09 17:06:27.128080,1.8,1.5
KW-CAMP-000021-5,CAMP-000021,phone case,exact,4,0,0.02,0.33,0,2025-07-09 17:06:27.128080,1.17,8.8
KW-CAMP-000021-6,CAMP-000021,usb cable,broad,393,5,2.07,27.83,1,2025-07-09 17:06:27.128080,0.59,1.3
KW-CAMP-000022-1,CAMP-000022,gaming mouse,exact,767,57,117.94,175.0,4,2025-07-09 17:06:27.128080,0.98,11.5
KW-CAMP-000022-2,CAMP-000022,fitness tracker,broad,2209,165,339.67,504.01,11,2025-07-09 17:06:27.128080,1.25,8.5
KW-CAMP-000022-3,CAMP-000022,tablet stand,phrase,89,6,13.82,20.5,0,2025-07-09 17:06:27.128080,0.62,14.1
KW-CAMP-000022-4,CAMP-000022,smart watch,broad,2152,160,330.91,491.01,11,2025-07-09 17:06:27.128080,0.31,16.2
KW-CAMP-000022-5,CAMP-000022,usb cable,broad,601,44,92.53,137.3,3,2025-07-09 17:06:27.128080,1.15,2.1
KW-CAMP-000022-6,CAMP-000022,bluetooth speaker,phrase,1349,100,207.57,307.99,7,2025-07-09 17:06:27.128080,0.48,2.1
KW-CAMP-000022-7,CAMP-000022,bluetooth speaker,broad,1229,91,189.07,280.55,6,2025-07-09 17:06:27.128080,0.76,6.0
KW-CAMP-000023-1,CAMP-000023,power bank,broad,646,10,5.56,20.71,0,2025-07-09 17:06:27.128080,1.04,19.6
KW-CAMP-000023-2,CAMP-000023,charging cable,phrase,104,1,0.9,3.36,0,2025-07-09 17:06:27.128080,2.97,6.0
KW-CAMP-000023-3,CAMP-000023,phone case,broad,1337,21,11.51,42.88,1,2025-07-09 17:06:27.128080,1.51,6.5
KW-CAMP-000023-4,CAMP-000023,fitness tracker,exact,355,5,3.05,11.38,0,2025-07-09 17:06:27.128080,0.33,11.0
KW-CAMP-000023-5,CAMP-000023,external drive,phrase,1394,22,12.0,44.72,1,2025-07-09 17:06:27.128080,1.84,13.9
KW-CAMP-000024-1,CAMP-000024,usb cable,broad,3091,87,127.48,280.11,5,2025-07-09 17:06:27.128080,0.2,8.4
KW-CAMP-000024-2,CAMP-000024,power bank,exact,2103,59,86.76,190.64,3,2025-07-09 17:06:27.128080,3.21,10.3
KW-CAMP-000024-3,CAMP-000024,usb cable,phrase,602,17,24.84,54.59,1,2025-07-09 17:06:27.128080,0.62,8.8
KW-CAMP-000025-1,CAMP-000025,power bank,phrase,433,4,2.01,12.1,0,2025-07-09 17:06:27.128080,0.39,6.3
KW-CAMP-000025-2,CAMP-000025,smart watch,phrase,297,3,1.38,8.31,0,2025-07-09 17:06:27.128080,2.54,15.5
KW-CAMP-000025-3,CAMP-000025,charging cable,phrase,286,3,1.33,7.99,0,2025-07-09 17:06:27.128080,1.96,16.2
KW-CAMP-000025-4,CAMP-000025,smart watch,exact,57,0,0.27,1.6,0,2025-07-09 17:06:27.128080,0.68,16.7
KW-CAMP-000025-5,CAMP-000025,keyboard,broad,30,0,0.14,0.86,0,2025-07-09 17:06:27.128080,0.73,11.1
KW-CAMP-000025-6,CAMP-000025,bluetooth speaker,broad,352,4,1.63,9.83,0,2025-07-09 17:06:27.128080,0.73,3.8
KW-CAMP-000025-7,CAMP-000025,fitness tracker,broad,823,9,3.81,22.96,0,2025-07-09 17:06:27.128080,0.81,12.5
KW-CAMP-000025-8,CAMP-000025,keyboard,broad,31,0,0.15,0.88,0,2025-07-09 17:06:27.128080,2.04,3.3
KW-CAMP-000001-1,CAMP-000001,smart watch,broad,3594,42,27.87,117.23,4,2025-07-10 17:06:27.128080,0.57,15.8
KW-CAMP-000001-2,CAMP-000001,power bank,broad,3027,36,23.47,98.73,3,2025-07-10 17:06:27.128080,0.86,12.3
KW-CAMP-000001-3,CAMP-000001,gaming mouse,broad,10514,125,81.52,342.91,13,2025-07-10 17:06:27.128080,0.64,2.0
KW-CAMP-000001-4,CAMP-000001,fitness tracker,exact,8608,102,66.74,280.75,11,2025-07-10 17:06:27.128080,4.37,12.4
KW-CAMP-000001-5,CAMP-000001,gaming mouse,phrase,2241,26,17.38,73.09,2,2025-07-10 17:06:27.128080,0.53,14.7
KW-CAMP-000001-6,CAMP-000001,keyboard,exact,8956,107,69.44,292.12,11,2025-07-10 17:06:27.128080,0.5,15.2
KW-CAMP-000002-1,CAMP-000002,phone mount,exact,1660,66,45.24,62.89,1,2025-07-10 17:06:27.128080,0.44,17.7
KW-CAMP-000002-2,CAMP-000002,tablet stand,broad,117,4,3.2,4.44,0,2025-07-10 17:06:27.128080,0.9,18.2
KW-CAMP-000002-3,CAMP-000002,laptop bag,exact,1791,71,48.81,67.85,1,2025-07-10 17:06:27.128080,1.67,4.5
KW-CAMP-000003-1,CAMP-000003,tablet stand,exact,314,4,9.0,16.96,0,2025-07-10 17:06:27.128080,1.06,2.1
KW-CAMP-000003-2,CAMP-000003,external drive,broad,69,0,1.98,3.73,0,2025-07-10 17:06:27.128080,1.6,16.0
KW-CAMP-000003-3,CAMP-000003,power bank,broad,44,0,1.27,2.39,0,2025-07-10 17:06:27.128080,0.72,6.5
KW-CAMP-000003-4,CAMP-000003,fitness tracker,phrase,39,0,1.12,2.12,0,2025-07-10 17:06:27.128080,0.84,12.3
KW-CAMP-000003-5,CAMP-000003,tablet stand,exact,160,2,4.6,8.65,0,2025-07-10 17:06:27.128080,1.14,13.1
KW-CAMP-000003-6,CAMP-000003,power bank,phrase,356,4,10.19,19.2,0,2025-07-10 17:06:27.128080,2.03,14.9
KW-CAMP-000004-1,CAMP-000004,smart watch,broad,4203,405,1052.37,3458.69,68,2025-07-10 17:06:27.128080,0.38,17.0
KW-CAMP-000004-2,CAMP-000004,power bank,broad,81,7,20.34,66.84,1,2025-07-10 17:06:27.128080,0.88,7.5
KW-CAMP-000004-3,CAMP-000004,bluetooth speaker,phrase,54,5,13.58,44.64,0,2025-07-10 17:06:27.128080,0.18,10.9
KW-CAMP-000004-4,CAMP-000004,tablet stand,phrase,1972,190,493.68,1622.52,32,2025-07-10 17:06:27.128080,1.36,19.1
KW-CAMP-000004-5,CAMP-000004,smart watch,phrase,2958,285,740.65,2434.22,48,2025-07-10 17:06:27.128080,1.11,18.0
KW-CAMP-000004-6,CAMP-000004,tablet stand,broad,2225,214,557.17,1831.18,36,2025-07-10 17:06:27.128080,0.39,15.1
KW-CAMP-000004-7,CAMP-000004,phone mount,broad,4037,389,1010.8,3322.08,65,2025-07-10 17:06:27.128080,1.83,8.9
KW-CAMP-000005-1,CAMP-000005,phone case,phrase,63,3,2.07,34.33,0,2025-07-10 17:06:27.128080,1.83,2.7
KW-CAMP-000005-2,CAMP-000005,wireless headphones,broad,47,2,1.55,25.71,0,2025-07-10 17:06:27.128080,0.78,13.7
KW-CAMP-000005-3,CAMP-000005,phone case,exact,159,9,5.19,86.12,1,2025-07-10 17:06:27.128080,1.01,1.3
KW-CAMP-000005-4,CAMP-000005,keyboard,exact,66,4,2.15,35.66,0,2025-07-10 17:06:27.128080,0.24,7.0
KW-CAMP-000005-5,CAMP-000005,car charger,exact,263,16,8.58,142.38,2,2025-07-10 17:06:27.128080,0.95,10.1
KW-CAMP-000005-6,CAMP-000005,power bank,phrase,67,4,2.19,36.35,0,2025-07-10 17:06:27.128080,1.55,5.0
KW-CAMP-000005-7,CAMP-000005,screen protector,exact,380,23,12.38,205.4,3,2025-07-10 17:06:27.128080,0.9,12.2
KW-CAMP-000006-1,CAMP-000006,fitness tracker,exact,297,4,4.18,32.96,0,2025-07-10 17:06:27.128080,0.16,15.1
KW-CAMP-000006-2,CAMP-000006,power bank,exact,61,0,0.86,6.77,0,2025-07-10 17:06:27.128080,0.33,3.1
KW-CAMP-000006-3,CAMP-000006,usb cable,broad,551,7,7.76,61.19,1,2025-07-10 17:06:27.128080,2.68,14.2
KW-CAMP-000006-4,CAMP-000006,fitness tracker,exact,196,2,2.76,21.79,0,2025-07-10 17:06:27.128080,1.12,18.7
KW-CAMP-000006-5,CAMP-000006,laptop bag,exact,115,1,1.62,12.75,0,2025-07-10 17:06:27.128080,0.54,15.3
KW-CAMP-000006-6,CAMP-000006,power bank,exact,681,9,9.57,75.53,2,2025-07-10 17:06:27.128080,0.88,7.6
KW-CAMP-000006-7,CAMP-000006,gaming mouse,phrase,923,13,12.98,102.42,2,2025-07-10 17:06:27.128080,0.21,11.8
KW-CAMP-000006-8,CAMP-000006,charging cable,phrase,350,5,4.92,38.83,1,2025-07-10 17:06:27.128080,1.45,5.7
KW-CAMP-000007-1,CAMP-000007,wireless headphones,exact,865,42,28.69,123.75,3,2025-07-10 17:06:27.128080,1.52,7.8
KW-CAMP-000007-2,CAMP-000007,external drive,phrase,1336,65,44.27,190.98,4,2025-07-10 17:06:27.128080,1.07,14.0
KW-CAMP-000007-3,CAMP-000007,keyboard,phrase,303,14,10.06,43.39,1,2025-07-10 17:06:27.128080,0.59,19.1
KW-CAMP-000007-4,CAMP-000007,tablet stand,phrase,2077,102,68.84,296.97,7,2025-07-10 17:06:27.128080,0.99,2.3
KW-CAMP-000007-5,CAMP-000007,charging cable,broad,293,14,9.74,42.0,1,2025-07-10 17:06:27.128080,1.98,16.1
KW-CAMP-000008-1,CAMP-000008,fitness tracker,phrase,2872,41,60.54,71.09,1,2025-07-10 17:06:27.128080,1.17,13.7
KW-CAMP-000008-2,CAMP-000008,bluetooth speaker,exact,3803,55,80.18,94.15,1,2025-07-10 17:06:27.128080,0.74,12.0
KW-CAMP-000008-3,CAMP-000008,keyboard,phrase,4631,67,97.63,114.64,2,2025-07-10 17:06:27.128080,1.11,9.0
KW-CAMP-000009-1,CAMP-000009,fitness tracker,phrase,3058,131,198.0,1311.57,17,2025-07-10 17:06:27.128080,1.9,4.0
KW-CAMP-000009-2,CAMP-000009,phone case,phrase,7918,341,512.69,3396.05,46,2025-07-10 17:06:27.128080,0.34,6.8
KW-CAMP-000009-3,CAMP-000009,usb cable,broad,5,0,0.36,2.38,0,2025-07-10 17:06:27.128080,0.69,2.3
KW-CAMP-000010-1,CAMP-000010,tablet stand,broad,806,13,18.68,12.29,0,2025-07-10 17:06:27.128080,1.69,12.4
KW-CAMP-000010-2,CAMP-000010,gaming mouse,broad,168,2,3.89,2.56,0,2025-07-10 17:06:27.128080,0.63,12.3
KW-CAMP-000010-3,CAMP-000010,bluetooth speaker,broad,4,0,0.1,0.07,0,2025-07-10 17:06:27.128080,0.48,13.1
KW-CAMP-000011-1,CAMP-000011,wireless headphones,phrase,3256,54,34.75,168.42,4,2025-07-10 17:06:27.128080,0.19,6.7
KW-CAMP-000011-2,CAMP-000011,phone mount,broad,267,4,2.85,13.81,0,2025-07-10 17:06:27.128080,0.95,19.6
KW-CAMP-000011-3,CAMP-000011,tablet stand,exact,1331,22,14.21,68.86,1,2025-07-10 17:06:27.128080,1.9,4.8
KW-CAMP-000011-4,CAMP-000011,gaming mouse,exact,181,3,1.94,9.39,0,2025-07-10 17:06:27.128080,0.81,13.3
KW-CAMP-000011-5,CAMP-000011,phone mount,phrase,1674,28,17.87,86.61,2,2025-07-10 17:06:27.128080,0.44,15.1
KW-CAMP-000011-6,CAMP-000011,fitness tracker,broad,67,1,0.72,3.5,0,2025-07-10 17:06:27.128080,1.48,14.1
KW-CAMP-000011-7,CAMP-000011,charging cable,exact,1766,29,18.85,91.35,2,2025-07-10 17:06:27.128080,1.8,18.1
KW-CAMP-000012-1,CAMP-000012,screen protector,phrase,551,38,42.46,387.88,5,2025-07-10 17:06:27.128080,1.46,18.5
KW-CAMP-000012-2,CAMP-000012,smart watch,phrase,357,24,27.53,251.53,3,2025-07-10 17:06:27.128080,1.46,16.7
KW-CAMP-000012-3,CAMP-000012,fitness tracker,broad,158,10,12.17,111.19,1,2025-07-10 17:06:27.128080,1.2,17.1
KW-CAMP-000012-4,CAMP-000012,power bank,broad,394,27,30.39,277.6,3,2025-07-10 17:06:27.128080,0.52,19.7
KW-CAMP-000012-5,CAMP-000012,smart watch,broad,107,7,8.26,75.45,1,2025-07-10 17:06:27.128080,0.39,19.6
KW-CAMP-000013-1,CAMP-000013,phone mount,phrase,753,4,7.77,18.4,0,2025-07-10 17:06:27.128080,0.36,16.8
KW-CAMP-000013-2,CAMP-000013,smart watch,broad,607,3,6.27,14.84,0,2025-07-10 17:06:27.128080,0.64,13.9
KW-CAMP-000013-3,CAMP-000013,keyboard,broad,1632,9,16.83,39.84,0,2025-07-10 17:06:27.128080,2.19,12.3
KW-CAMP-000013-4,CAMP-000013,phone case,phrase,345,2,3.57,8.44,0,2025-07-10 17:06:27.128080,0.83,12.0
KW-CAMP-000013-5,CAMP-000013,laptop bag,broad,585,3,6.04,14.29,0,2025-07-10 17:06:27.128080,0.36,7.5
KW-CAMP-000013-6,CAMP-000013,gaming mouse,phrase,208,1,2.15,5.09,0,2025-07-10 17:06:27.128080,0.79,13.8
KW-CAMP-000013-7,CAMP-000013,bluetooth speaker,exact,1386,8,14.3,33.84,0,2025-07-10 17:06:27.128080,0.22,13.5
KW-CAMP-000014-1,CAMP-000014,tablet stand,broad,1021,24,29.63,31.5,0,2025-07-10 17:06:27.128080,0.75,4.4
KW-CAMP-000014-2,CAMP-000014,screen protector,exact,439,10,12.75,13.55,0,2025-07-10 17:06:27.128080,0.82,11.4
KW-CAMP-000014-3,CAMP-000014,usb cable,phrase,324,7,9.42,10.02,0,2025-07-10 17:06:27.128080,0.92,17.0
KW-CAMP-000015-1,CAMP-000015,smart watch,broad,638,25,25.5,125.81,3,2025-07-10 17:06:27.128080,1.7,4.1
KW-CAMP-000015-2,CAMP-000015,bluetooth speaker,phrase,1995,78,79.71,393.36,11,2025-07-10 17:06:27.128080,1.94,11.2
KW-CAMP-000015-3,CAMP-000015,charging cable,exact,765,30,30.6,151.0,4,2025-07-10 17:06:27.128080,0.41,18.4
KW-CAMP-000015-4,CAMP-000015,usb cable,exact,405,16,16.19,79.9,2,2025-07-10 17:06:27.128080,0.97,12.6
KW-CAMP-000016-1,CAMP-000016,bluetooth speaker,exact,894,60,141.41,272.32,3,2025-07-10 17:06:27.128080,1.39,2.2
KW-CAMP-000016-2,CAMP-000016,smart watch,exact,2981,200,471.17,907.33,12,2025-07-10 17:06:27.128080,0.76,10.1
KW-CAMP-000016-3,CAMP-000016,fitness tracker,phrase,625,42,98.91,190.48,2,2025-07-10 17:06:27.128080,1.58,12.9
KW-CAMP-000016-4,CAMP-000016,power bank,phrase,1848,124,292.02,562.33,7,2025-07-10 17:06:27.128080,1.68,3.7
KW-CAMP-000016-5,CAMP-000016,tablet stand,exact,1494,100,236.14,454.72,6,2025-07-10 17:06:27.128080,1.22,16.0
KW-CAMP-000016-6,CAMP-000016,gaming mouse,phrase,987,66,156.09,300.58,4,2025-07-10 17:06:27.128080,0.31,8.1
KW-CAMP-000017-1,CAMP-000017,bluetooth speaker,phrase,21,0,0.69,3.08,0,2025-07-10 17:06:27.128080,1.25,3.3
KW-CAMP-000017-2,CAMP-000017,usb cable,exact,183,6,5.78,26.01,0,2025-07-10 17:06:27.128080,0.39,5.0
KW-CAMP-000017-3,CAMP-000017,bluetooth speaker,exact,18,0,0.57,2.55,0,2025-07-10 17:06:27.128080,1.77,15.2
KW-CAMP-000017-4,CAMP-000017,keyboard,exact,297,9,9.36,42.11,1,2025-07-10 17:06:27.128080,0.86,9.2
KW-CAMP-000017-5,CAMP-000017,keyboard,broad,225,7,7.09,31.89,0,2025-07-10 17:06:27.128080,2.55,6.7
KW-CAMP-000018-1,CAMP-000018,gaming mouse,exact,613,26,42.94,36.34,0,2025-07-10 17:06:27.128080,0.44,2.8
KW-CAMP-000018-2,CAMP-000018,bluetooth speaker,phrase,1024,44,71.67,60.65,0,2025-07-10 17:06:27.128080,1.43,3.0
KW-CAMP-000018-3,CAMP-000018,smart watch,phrase,520,22,36.44,30.84,0,2025-07-10 17:06:27.128080,1.83,5.5
KW-CAMP-000018-4,CAMP-000018,gaming mouse,broad,819,35,57.32,48.51,0,2025-07-10 17:06:27.128080,2.53,4.3
KW-CAMP-000018-5,CAMP-000018,fitness tracker,phrase,512,22,35.84,30.33,0,2025-07-10 17:06:27.128080,1.85,11.7
KW-CAMP-000018-6,CAMP-000018,usb cable,phrase,98,4,6.88,5.82,0,2025-07-10 17:06:27.128080,1.3,11.1
KW-CAMP-000018-7,CAMP-000018,bluetooth speaker,phrase,133,5,9.32,7.89,0,2025-07-10 17:06:27.128080,0.76,8.5
KW-CAMP-000019-1,CAMP-000019,gaming mouse,exact,68,0,0.74,3.04,0,2025-07-10 17:06:27.128080,1.21,2.2
KW-CAMP-000019-2,CAMP-000019,wireless headphones,phrase,624,8,6.76,27.6,0,2025-07-10 17:06:27.128080,0.5,13.7
KW-CAMP-000019-3,CAMP-000019,laptop bag,phrase,6,0,0.07,0.27,0,2025-07-10 17:06:27.128080,3.83,10.6
KW-CAMP-000019-4,CAMP-000019,external drive,phrase,70,0,0.76,3.11,0,2025-07-10 17:06:27.128080,0.75,17.6
KW-CAMP-000019-5,CAMP-000019,phone mount,phrase,106,1,1.15,4.7,0,2025-07-10 17:06:27.128080,1.21,4.7
KW-CAMP-000019-6,CAMP-000019,wireless headphones,broad,574,7,6.22,25.41,0,2025-07-10 17:06:27.128080,0.81,5.1
KW-CAMP-000020-1,CAMP-000020,keyboard,phrase,2959,93,89.47,467.47,5,2025-07-10 17:06:27.128080,0.4,12.1
KW-CAMP-000020-2,CAMP-000020,power bank,exact,792,25,23.96,125.17,1,2025-07-10 17:06:27.128080,1.21,12.7
KW-CAMP-000020-3,CAMP-000020,wireless headphones,phrase,1503,47,45.46,237.54,2,2025-07-10 17:06:27.128080,0.88,13.8
KW-CAMP-000020-4,CAMP-000020,tablet stand,exact,722,22,21.83,114.08,1,2025-07-10 17:06:27.128080,0.22,12.7
KW-CAMP-000020-5,CAMP-000020,external drive,phrase,107,3,3.25,16.97,0,2025-07-10 17:06:27.128080,3.29,17.0
KW-CAMP-000020-6,CAMP-000020,smart watch,phrase,1410,44,42.64,222.81,2,2025-07-10 17:06:27.128080,0.72,11.1
