campaign_id,platform,campaign_type,date,impressions,clicks,spend,sales,orders,acos,roas,cpc,ctr,conversion_rate
CAMP-000017,walmart,sponsored_products,2025-07-02 13:02:27.967686,1308,58,20.29,345.99,6,0.059,17.05,0.35,4.485,11.001
CAMP-000018,amazon,sponsored_display,2025-07-02 13:02:27.967686,2928,93,190.55,539.95,11,0.353,2.83,2.05,3.177,12.437
CAMP-000019,amazon,sponsored_products,2025-07-02 13:02:27.967686,522,3,6.68,0.0,0,1.0,0.0,2.23,0.576,2.886
CAMP-000020,walmart,sponsored_brands,2025-07-02 13:02:27.967686,7592,388,96.93,745.63,12,0.13,7.69,0.25,5.12,3.231
CAMP-000021,walmart,sponsored_display,2025-07-02 13:02:27.967686,4483,378,819.27,2554.38,34,0.321,3.12,2.17,8.442,8.997
CAMP-000022,amazon,sponsored_display,2025-07-02 13:02:27.967686,2584,47,23.39,136.93,2,0.171,5.85,0.5,1.849,6.051
CAMP-000023,amazon,sponsored_products,2025-07-02 13:02:27.967686,4500,197,117.16,1941.64,41,0.06,16.57,0.59,4.388,21.252
CAMP-000024,amazon,sponsored_display,2025-07-02 13:02:27.967686,6166,141,66.11,220.39,13,0.3,3.33,0.47,2.287,9.687
CAMP-000025,walmart,sponsored_brands,2025-07-02 13:02:27.967686,711,28,68.82,161.77,3,0.425,2.35,2.46,4.071,11.958
CAMP-000001,amazon,sponsored_products,2025-07-03 13:02:27.967686,5075,443,231.06,2321.21,41,0.1,10.05,0.52,8.739,9.323
CAMP-000002,walmart,sponsored_display,2025-07-03 13:02:27.967686,2605,73,114.78,228.75,6,0.502,1.99,1.57,2.84,8.333
CAMP-000003,amazon,sponsored_products,2025-07-03 13:02:27.967686,2970,38,51.7,162.04,5,0.319,3.13,1.36,1.311,13.994
CAMP-000004,walmart,sponsored_products,2025-07-03 13:02:27.967686,3532,24,19.8,253.97,2,0.078,12.83,0.82,0.687,12.047
CAMP-000005,amazon,sponsored_display,2025-07-03 13:02:27.967686,3584,70,45.48,775.53,9,0.059,17.05,0.65,1.964,14.168
CAMP-000006,amazon,sponsored_display,2025-07-03 13:02:27.967686,3575,80,39.94,131.46,3,0.304,3.29,0.5,2.254,4.635
CAMP-000007,walmart,sponsored_products,2025-07-03 13:02:27.967686,1863,28,43.31,0.0,0,1.0,0.0,1.55,1.546,2.097
CAMP-000008,walmart,sponsored_products,2025-07-03 13:02:27.967686,4537,128,132.93,445.58,10,0.298,3.35,1.04,2.842,7.913
CAMP-000009,amazon,sponsored_display,2025-07-03 13:02:27.967686,2353,77,50.42,271.66,12,0.186,5.39,0.65,3.284,16.232
CAMP-000010,walmart,sponsored_display,2025-07-03 13:02:27.967686,4704,401,184.43,1143.31,11,0.161,6.2,0.46,8.528,2.947
CAMP-000011,walmart,sponsored_brands,2025-07-03 13:02:27.967686,14778,519,244.77,1212.98,23,0.202,4.96,0.47,3.517,4.44
CAMP-000012,amazon,sponsored_display,2025-07-03 13:02:27.967686,2457,93,120.15,851.06,8,0.141,7.08,1.29,3.816,9.229
CAMP-000013,amazon,sponsored_display,2025-07-03 13:02:27.967686,3852,175,166.31,671.24,17,0.248,4.04,0.95,4.563,9.776
CAMP-000014,walmart,sponsored_products,2025-07-03 13:02:27.967686,3153,146,438.3,944.99,10,0.464,2.16,3.0,4.661,7.215
CAMP-000015,amazon,sponsored_brands,2025-07-03 13:02:27.967686,6170,142,119.16,973.42,22,0.122,8.17,0.84,2.311,16.141
CAMP-000016,amazon,sponsored_products,2025-07-03 13:02:27.967686,2492,123,160.53,737.62,18,0.218,4.59,1.31,4.958,15.22
CAMP-000017,walmart,sponsored_display,2025-07-03 13:02:27.967686,3381,99,96.28,238.42,7,0.404,2.48,0.97,2.956,7.694
CAMP-000018,walmart,sponsored_brands,2025-07-03 13:02:27.967686,3942,62,86.44,191.17,6,0.452,2.21,1.39,1.587,10.401
CAMP-000019,amazon,sponsored_display,2025-07-03 13:02:27.967686,17465,534,702.93,1443.87,80,0.487,2.05,1.32,3.06,15.092
CAMP-000020,walmart,sponsored_brands,2025-07-03 13:02:27.967686,2560,31,43.53,144.84,2,0.301,3.33,1.4,1.229,9.103
CAMP-000021,walmart,sponsored_products,2025-07-03 13:02:27.967686,3154,265,153.96,1136.18,23,0.136,7.38,0.58,8.402,8.839
CAMP-000022,walmart,sponsored_display,2025-07-03 13:02:27.967686,6116,278,296.28,4699.95,38,0.063,15.86,1.07,4.556,13.947
CAMP-000023,walmart,sponsored_brands,2025-07-03 13:02:27.967686,1654,25,60.79,40.17,1,1.513,0.66,2.43,1.557,5.677
CAMP-000024,amazon,sponsored_display,2025-07-03 13:02:27.967686,4135,25,8.48,43.77,1,0.194,5.16,0.34,0.62,5.099
CAMP-000025,walmart,sponsored_products,2025-07-03 13:02:27.967686,1986,53,66.77,400.66,5,0.167,6.0,1.26,2.704,10.947
CAMP-000001,walmart,sponsored_products,2025-07-04 13:02:27.967686,1167,0,0.0,0.0,0,1.0,0.0,1.32,0.076,4.909
CAMP-000002,amazon,sponsored_products,2025-07-04 13:02:27.967686,1349,94,105.64,275.42,5,0.384,2.61,1.12,7.037,5.567
CAMP-000003,walmart,sponsored_products,2025-07-04 13:02:27.967686,881,86,47.68,55.71,1,0.856,1.17,0.55,9.865,1.492
CAMP-000004,walmart,sponsored_display,2025-07-04 13:02:27.967686,14969,456,598.81,4682.6,82,0.128,7.82,1.31,3.053,18.011
CAMP-000005,amazon,sponsored_display,2025-07-04 13:02:27.967686,4166,81,110.67,187.82,2,0.589,1.7,1.37,1.95,3.125
CAMP-000006,walmart,sponsored_brands,2025-07-04 13:02:27.967686,1298,27,41.95,25.2,1,1.665,0.6,1.55,2.124,6.538
CAMP-000007,walmart,sponsored_products,2025-07-04 13:02:27.967686,16891,940,454.58,6454.66,100,0.07,14.2,0.48,5.569,10.656
CAMP-000008,amazon,sponsored_products,2025-07-04 13:02:27.967686,836,31,68.59,164.11,3,0.418,2.39,2.21,3.787,12.644
CAMP-000009,walmart,sponsored_brands,2025-07-04 13:02:27.967686,8869,483,133.09,896.01,15,0.149,6.73,0.28,5.456,3.136
CAMP-000010,walmart,sponsored_brands,2025-07-04 13:02:27.967686,3626,16,24.35,0.0,0,1.0,0.0,1.52,0.442,4.054
CAMP-000011,amazon,sponsored_products,2025-07-04 13:02:27.967686,4056,99,33.02,487.7,9,0.068,14.77,0.33,2.459,9.695
CAMP-000012,amazon,sponsored_products,2025-07-04 13:02:27.967686,1767,115,55.48,368.2,16,0.151,6.64,0.48,6.514,14.169
CAMP-000013,walmart,sponsored_brands,2025-07-04 13:02:27.967686,205,1,1.3,0.0,0,1.0,0.0,1.3,0.879,5.02
CAMP-000014,walmart,sponsored_products,2025-07-04 13:02:27.967686,952,32,76.76,132.53,4,0.579,1.73,2.4,3.402,14.731
CAMP-000015,amazon,sponsored_products,2025-07-04 13:02:27.967686,1147,51,23.79,166.2,2,0.143,6.99,0.47,4.519,4.057
CAMP-000016,walmart,sponsored_display,2025-07-04 13:02:27.967686,10190,93,65.97,302.55,7,0.218,4.59,0.71,0.92,7.572
CAMP-000017,amazon,sponsored_display,2025-07-04 13:02:27.967686,1585,82,47.98,146.91,2,0.327,3.06,0.59,5.233,2.516
CAMP-000018,walmart,sponsored_brands,2025-07-04 13:02:27.967686,534,39,24.06,0.0,0,1.0,0.0,0.62,7.306,2.025
CAMP-000019,amazon,sponsored_brands,2025-07-04 13:02:27.967686,4959,203,115.59,661.26,8,0.175,5.72,0.57,4.104,4.321
CAMP-000020,walmart,sponsored_brands,2025-07-04 13:02:27.967686,1321,10,4.81,0.0,0,1.0,0.0,0.48,0.805,3.179
CAMP-000021,amazon,sponsored_display,2025-07-04 13:02:27.967686,1138,21,24.05,72.96,2,0.33,3.03,1.15,1.918,11.607
CAMP-000022,amazon,sponsored_display,2025-07-04 13:02:27.967686,7231,569,278.68,14110.42,138,0.02,50.63,0.49,7.871,24.268
CAMP-000023,amazon,sponsored_display,2025-07-04 13:02:27.967686,2653,77,44.48,366.71,6,0.121,8.24,0.58,2.909,7.954
CAMP-000024,walmart,sponsored_products,2025-07-04 13:02:27.967686,5702,351,594.99,679.21,23,0.876,1.14,1.7,6.161,6.768
CAMP-000025,amazon,sponsored_brands,2025-07-04 13:02:27.967686,1085,40,62.81,344.44,3,0.182,5.48,1.57,3.741,9.793
CAMP-000001,walmart,sponsored_brands,2025-07-05 13:02:27.967686,8053,235,91.55,5858.04,60,0.016,63.99,0.39,2.929,25.756
CAMP-000002,walmart,sponsored_products,2025-07-05 13:02:27.967686,10707,991,1204.6,2217.94,113,0.543,1.84,1.22,9.262,11.474
CAMP-000003,amazon,sponsored_products,2025-07-05 13:02:27.967686,6521,165,139.83,4694.33,29,0.03,33.57,0.85,2.536,17.622
CAMP-000004,walmart,sponsored_brands,2025-07-05 13:02:27.967686,1437,37,37.65,296.55,6,0.127,7.88,1.02,2.586,16.343
CAMP-000005,walmart,sponsored_brands,2025-07-05 13:02:27.967686,9705,146,145.39,316.42,5,0.459,2.18,1.0,1.506,3.701
CAMP-000006,walmart,sponsored_products,2025-07-05 13:02:27.967686,834,38,45.86,697.53,6,0.066,15.21,1.21,4.584,16.588
CAMP-000007,walmart,sponsored_brands,2025-07-05 13:02:27.967686,2650,71,83.89,339.9,3,0.247,4.05,1.18,2.687,5.061
CAMP-000008,amazon,sponsored_display,2025-07-05 13:02:27.967686,2676,50,45.53,283.31,10,0.161,6.22,0.91,1.874,21.762
CAMP-000009,walmart,sponsored_display,2025-07-05 13:02:27.967686,1867,239,225.13,1231.56,33,0.183,5.47,0.94,12.822,13.937
CAMP-000010,amazon,sponsored_brands,2025-07-05 13:02:27.967686,6331,361,857.92,2991.52,59,0.287,3.49,2.38,5.709,16.449
CAMP-000011,amazon,sponsored_products,2025-07-05 13:02:27.967686,7181,242,271.69,590.83,22,0.46,2.17,1.12,3.383,9.379
CAMP-000012,walmart,sponsored_products,2025-07-05 13:02:27.967686,4500,241,459.25,598.36,27,0.768,1.3,1.91,5.376,11.217
CAMP-000013,walmart,sponsored_brands,2025-07-05 13:02:27.967686,3407,222,288.56,3412.69,46,0.085,11.83,1.3,6.53,20.954
CAMP-000014,walmart,sponsored_brands,2025-07-05 13:02:27.967686,1344,28,26.01,31.62,1,0.823,1.22,0.93,2.112,5.062
CAMP-000015,walmart,sponsored_brands,2025-07-05 13:02:27.967686,1885,57,71.37,196.09,5,0.364,2.75,1.25,3.075,8.826
CAMP-000016,walmart,sponsored_display,2025-07-05 13:02:27.967686,9643,52,47.92,197.6,6,0.242,4.12,0.92,0.54,11.716
CAMP-000017,amazon,sponsored_brands,2025-07-05 13:02:27.967686,2939,290,406.83,1973.78,38,0.206,4.85,1.4,9.866,13.261
CAMP-000018,walmart,sponsored_display,2025-07-05 13:02:27.967686,3845,129,250.04,269.86,5,0.927,1.08,1.94,3.361,4.347
CAMP-000019,amazon,sponsored_brands,2025-07-05 13:02:27.967686,3080,90,26.93,106.2,3,0.254,3.94,0.3,2.944,3.706
CAMP-000020,walmart,sponsored_products,2025-07-05 13:02:27.967686,3084,217,128.84,3337.96,37,0.039,25.91,0.59,7.046,17.323
CAMP-000021,walmart,sponsored_brands,2025-07-05 13:02:27.967686,1256,22,22.89,40.54,1,0.565,1.77,1.04,1.78,4.924
CAMP-000022,walmart,sponsored_display,2025-07-05 13:02:27.967686,5865,22,15.87,59.55,1,0.267,3.75,0.72,0.385,6.682
CAMP-000023,walmart,sponsored_display,2025-07-05 13:02:27.967686,2833,54,52.1,274.63,6,0.19,5.27,0.96,1.937,12.673
CAMP-000024,amazon,sponsored_brands,2025-07-05 13:02:27.967686,2614,17,15.73,0.0,0,1.0,0.0,0.93,0.662,2.551
CAMP-000025,walmart,sponsored_brands,2025-07-05 13:02:27.967686,2030,4,3.84,0.0,0,1.0,0.0,0.96,0.233,2.641
CAMP-000001,walmart,sponsored_brands,2025-07-06 13:02:27.967686,6272,302,112.67,802.11,22,0.14,7.12,0.37,4.82,7.473
CAMP-000002,amazon,sponsored_display,2025-07-06 13:02:27.967686,4544,51,76.05,132.12,2,0.576,1.74,1.49,1.135,4.655
CAMP-000003,amazon,sponsored_display,2025-07-06 13:02:27.967686,2080,72,28.11,122.29,2,0.23,4.35,0.39,3.479,3.92
CAMP-000004,amazon,sponsored_display,2025-07-06 13:02:27.967686,2540,160,310.49,630.41,15,0.493,2.03,1.94,6.332,9.645
CAMP-000005,amazon,sponsored_display,2025-07-06 13:02:27.967686,1514,30,16.24,81.29,1,0.2,5.01,0.54,2.02,3.653
CAMP-000006,walmart,sponsored_display,2025-07-06 13:02:27.967686,813,73,48.93,160.2,4,0.305,3.27,0.67,9.015,5.791
CAMP-000007,amazon,sponsored_brands,2025-07-06 13:02:27.967686,3648,201,119.9,1013.54,20,0.118,8.45,0.6,5.536,10.406
CAMP-000008,walmart,sponsored_display,2025-07-06 13:02:27.967686,1951,66,82.49,327.09,8,0.252,3.97,1.25,3.425,13.361
CAMP-000009,amazon,sponsored_brands,2025-07-06 13:02:27.967686,7611,47,38.83,36.56,1,1.062,0.94,0.83,0.623,2.184
CAMP-000010,walmart,sponsored_products,2025-07-06 13:02:27.967686,12178,494,173.95,2143.37,42,0.081,12.32,0.35,4.064,8.516
CAMP-000011,walmart,sponsored_products,2025-07-06 13:02:27.967686,3104,85,34.79,729.02,13,0.048,20.95,0.41,2.76,15.402
CAMP-000012,walmart,sponsored_display,2025-07-06 13:02:27.967686,5914,434,693.87,1673.17,64,0.415,2.41,1.6,7.341,14.777
CAMP-000013,amazon,sponsored_display,2025-07-06 13:02:27.967686,3208,483,1043.42,2559.26,38,0.408,2.45,2.16,15.056,7.995
CAMP-000014,walmart,sponsored_brands,2025-07-06 13:02:27.967686,17132,725,1399.0,3532.94,97,0.396,2.53,1.93,4.234,13.401
CAMP-000015,amazon,sponsored_brands,2025-07-06 13:02:27.967686,781,36,71.14,0.0,0,1.0,0.0,1.98,4.716,2.465
CAMP-000016,walmart,sponsored_display,2025-07-06 13:02:27.967686,3418,111,82.4,211.94,2,0.389,2.57,0.74,3.26,1.835
CAMP-000017,walmart,sponsored_display,2025-07-06 13:02:27.967686,1618,196,132.54,1123.7,26,0.118,8.48,0.68,12.143,13.756
CAMP-000018,walmart,sponsored_display,2025-07-06 13:02:27.967686,972,14,9.91,171.57,1,0.058,17.3,0.71,1.445,14.251
CAMP-000019,amazon,sponsored_brands,2025-07-06 13:02:27.967686,4828,275,322.49,162.7,3,1.982,0.5,1.17,5.701,1.347
CAMP-000020,amazon,sponsored_products,2025-07-06 13:02:27.967686,6007,262,300.58,568.15,8,0.529,1.89,1.15,4.376,3.345
CAMP-000021,amazon,sponsored_display,2025-07-06 13:02:27.967686,11521,251,152.9,3929.37,66,0.039,25.7,0.61,2.185,26.67
CAMP-000022,walmart,sponsored_products,2025-07-06 13:02:27.967686,849,59,99.21,266.87,6,0.372,2.69,1.68,7.032,10.972
CAMP-000023,amazon,sponsored_display,2025-07-06 13:02:27.967686,430,17,17.3,43.23,1,0.4,2.5,1.02,4.057,7.167
CAMP-000024,walmart,sponsored_brands,2025-07-06 13:02:27.967686,1935,25,91.92,343.97,3,0.267,3.74,3.68,1.305,12.708
CAMP-000025,walmart,sponsored_products,2025-07-06 13:02:27.967686,3380,206,240.92,3618.9,58,0.067,15.02,1.17,6.107,28.64
CAMP-000001,amazon,sponsored_products,2025-07-07 13:02:27.967686,2160,135,435.67,851.82,17,0.511,1.96,3.23,6.283,12.717
CAMP-000002,walmart,sponsored_products,2025-07-07 13:02:27.967686,2204,12,18.82,83.09,1,0.227,4.41,1.57,0.564,15.447
CAMP-000003,amazon,sponsored_brands,2025-07-07 13:02:27.967686,25898,415,967.54,1016.86,44,0.951,1.05,2.33,1.605,10.775
CAMP-000004,walmart,sponsored_brands,2025-07-07 13:02:27.967686,1728,69,33.2,223.66,6,0.148,6.74,0.48,4.013,10.05
CAMP-000005,walmart,sponsored_display,2025-07-07 13:02:27.967686,9321,714,744.56,5412.23,135,0.138,7.27,1.04,7.664,19.033
CAMP-000006,amazon,sponsored_brands,2025-07-07 13:02:27.967686,14202,1399,2632.73,13451.62,160,0.196,5.11,1.88,9.851,11.466
CAMP-000007,amazon,sponsored_brands,2025-07-07 13:02:27.967686,3365,52,40.35,207.07,3,0.195,5.13,0.78,1.574,6.894
CAMP-000008,amazon,sponsored_brands,2025-07-07 13:02:27.967686,4446,124,97.97,164.58,7,0.595,1.68,0.79,2.797,5.972
CAMP-000009,walmart,sponsored_products,2025-07-07 13:02:27.967686,24205,1061,773.76,482.55,9,1.603,0.62,0.73,4.386,0.89
CAMP-000010,amazon,sponsored_display,2025-07-07 13:02:27.967686,1082,57,53.15,163.23,3,0.326,3.07,0.93,5.337,5.432
CAMP-000011,amazon,sponsored_brands,2025-07-07 13:02:27.967686,2631,69,48.56,58.69,1,0.827,1.21,0.7,2.64,2.207
CAMP-000012,walmart,sponsored_brands,2025-07-07 13:02:27.967686,7130,411,328.73,1038.41,50,0.317,3.16,0.8,5.768,12.291
CAMP-000013,walmart,sponsored_products,2025-07-07 13:02:27.967686,7630,229,208.21,418.0,12,0.498,2.01,0.91,3.003,5.503
CAMP-000014,walmart,sponsored_brands,2025-07-07 13:02:27.967686,3057,132,133.22,558.33,13,0.239,4.19,1.01,4.334,10.137
CAMP-000015,walmart,sponsored_products,2025-07-07 13:02:27.967686,5957,176,197.89,1338.76,27,0.148,6.77,1.12,2.96,15.554
CAMP-000016,walmart,sponsored_display,2025-07-07 13:02:27.967686,4374,114,65.28,396.36,7,0.165,6.07,0.57,2.613,6.932
CAMP-000017,walmart,sponsored_brands,2025-07-07 13:02:27.967686,4048,119,391.05,962.59,19,0.406,2.46,3.29,2.952,16.433
CAMP-000018,amazon,sponsored_brands,2025-07-07 13:02:27.967686,4254,351,393.02,812.99,21,0.483,2.07,1.12,8.273,6.126
CAMP-000019,amazon,sponsored_display,2025-07-07 13:02:27.967686,7767,956,1616.08,3955.9,112,0.409,2.45,1.69,12.312,11.723
CAMP-000020,amazon,sponsored_products,2025-07-07 13:02:27.967686,10965,419,420.47,685.85,17,0.613,1.63,1.0,3.829,4.18
CAMP-000021,walmart,sponsored_display,2025-07-07 13:02:27.967686,1531,111,121.0,1551.41,12,0.078,12.82,1.09,7.282,10.901
CAMP-000022,amazon,sponsored_display,2025-07-07 13:02:27.967686,2251,127,423.09,195.43,4,2.165,0.46,3.33,5.67,3.75
CAMP-000023,amazon,sponsored_display,2025-07-07 13:02:27.967686,1703,49,107.09,258.04,6,0.415,2.41,2.19,2.926,14.029
CAMP-000024,amazon,sponsored_display,2025-07-07 13:02:27.967686,4182,100,127.95,984.68,27,0.13,7.7,1.28,2.403,27.081
CAMP-000025,amazon,sponsored_display,2025-07-07 13:02:27.967686,5122,452,484.23,153.94,5,3.146,0.32,1.07,8.827,1.194
CAMP-000001,amazon,sponsored_brands,2025-07-08 13:02:27.967686,5700,360,193.11,2648.66,35,0.073,13.72,0.54,6.318,9.913
CAMP-000002,walmart,sponsored_brands,2025-07-08 13:02:27.967686,5062,150,226.99,528.32,20,0.43,2.33,1.51,2.98,13.562
CAMP-000003,amazon,sponsored_brands,2025-07-08 13:02:27.967686,8348,302,244.14,2934.49,20,0.083,12.02,0.81,3.618,6.92
CAMP-000004,amazon,sponsored_products,2025-07-08 13:02:27.967686,2207,252,75.12,1033.71,13,0.073,13.76,0.3,11.452,5.424
CAMP-000005,walmart,sponsored_brands,2025-07-08 13:02:27.967686,2002,54,101.98,252.29,3,0.404,2.47,1.89,2.733,7.13
CAMP-000006,amazon,sponsored_display,2025-07-08 13:02:27.967686,5992,63,46.74,885.43,12,0.053,18.94,0.74,1.064,19.51
CAMP-000007,amazon,sponsored_brands,2025-07-08 13:02:27.967686,8062,317,198.54,1091.17,19,0.182,5.5,0.63,3.935,6.231
CAMP-000008,walmart,sponsored_brands,2025-07-08 13:02:27.967686,1558,76,103.89,707.04,9,0.147,6.81,1.37,4.889,13.005
CAMP-000009,amazon,sponsored_display,2025-07-08 13:02:27.967686,859,27,15.41,269.92,2,0.057,17.52,0.57,3.188,7.531
CAMP-000010,amazon,sponsored_products,2025-07-08 13:02:27.967686,2190,119,65.41,260.45,9,0.251,3.98,0.55,5.47,7.598
CAMP-000011,walmart,sponsored_display,2025-07-08 13:02:27.967686,284,3,2.07,0.0,0,1.0,0.0,0.69,1.355,7.037
CAMP-000012,amazon,sponsored_display,2025-07-08 13:02:27.967686,2381,99,97.37,77.18,2,1.262,0.79,0.98,4.164,3.007
CAMP-000013,amazon,sponsored_display,2025-07-08 13:02:27.967686,1576,45,64.61,605.24,14,0.107,9.37,1.44,2.895,31.977
CAMP-000014,amazon,sponsored_brands,2025-07-08 13:02:27.967686,30943,1092,1407.29,1135.86,38,1.239,0.81,1.29,3.529,3.55
CAMP-000015,walmart,sponsored_products,2025-07-08 13:02:27.967686,5219,9,14.67,0.0,0,1.0,0.0,1.63,0.178,9.647
CAMP-000016,walmart,sponsored_products,2025-07-08 13:02:27.967686,7474,300,139.24,792.85,21,0.176,5.69,0.46,4.022,7.273
CAMP-000017,walmart,sponsored_display,2025-07-08 13:02:27.967686,5835,394,206.92,4786.27,38,0.043,23.13,0.53,6.753,9.875
CAMP-000018,walmart,sponsored_display,2025-07-08 13:02:27.967686,993,103,230.91,0.0,0,1.0,0.0,2.24,10.391,0.942
CAMP-000019,walmart,sponsored_display,2025-07-08 13:02:27.967686,3832,146,43.97,420.58,5,0.105,9.56,0.3,3.811,3.895
CAMP-000020,walmart,sponsored_display,2025-07-08 13:02:27.967686,4163,91,244.63,436.36,7,0.561,1.78,2.69,2.193,8.62
CAMP-000021,walmart,sponsored_display,2025-07-08 13:02:27.967686,1764,40,63.43,96.37,1,0.658,1.52,1.59,2.31,4.939
CAMP-000022,amazon,sponsored_brands,2025-07-08 13:02:27.967686,9131,478,280.31,298.62,10,0.939,1.07,0.59,5.243,2.261
CAMP-000023,walmart,sponsored_brands,2025-07-08 13:02:27.967686,1637,73,78.59,69.34,1,1.133,0.88,1.08,4.505,1.442
CAMP-000024,amazon,sponsored_display,2025-07-08 13:02:27.967686,5096,231,550.1,2165.86,32,0.254,3.94,2.38,4.546,13.968
CAMP-000025,walmart,sponsored_display,2025-07-08 13:02:27.967686,6486,743,729.6,4682.94,78,0.156,6.42,0.98,11.462,10.592
CAMP-000001,amazon,sponsored_display,2025-07-09 13:02:27.967686,1576,9,5.68,0.0,0,1.0,0.0,0.63,0.608,11.102
CAMP-000002,amazon,sponsored_brands,2025-07-09 13:02:27.967686,1132,73,88.63,51.68,1,1.715,0.58,1.21,6.515,2.517
CAMP-000003,amazon,sponsored_products,2025-07-09 13:02:27.967686,5593,381,196.97,2340.19,41,0.084,11.88,0.52,6.822,11.018
CAMP-000004,walmart,sponsored_products,2025-07-09 13:02:27.967686,3719,38,26.34,328.48,5,0.08,12.47,0.69,1.041,13.414
CAMP-000005,amazon,sponsored_brands,2025-07-09 13:02:27.967686,14577,794,800.51,13153.12,253,0.061,16.43,1.01,5.452,31.917
CAMP-000006,amazon,sponsored_display,2025-07-09 13:02:27.967686,2725,141,72.72,1074.18,11,0.068,14.77,0.52,5.184,7.838
CAMP-000007,walmart,sponsored_brands,2025-07-09 13:02:27.967686,11897,302,812.82,1089.04,13,0.746,1.34,2.69,2.546,4.442
CAMP-000008,amazon,sponsored_display,2025-07-09 13:02:27.967686,7183,462,574.64,1579.81,47,0.364,2.75,1.24,6.438,10.265
CAMP-000009,walmart,sponsored_brands,2025-07-09 13:02:27.967686,863,50,33.49,127.03,2,0.264,3.79,0.67,5.818,4.196
CAMP-000010,amazon,sponsored_brands,2025-07-09 13:02:27.967686,1185,50,154.8,47.47,1,3.261,0.31,3.1,4.232,3.341
CAMP-000011,amazon,sponsored_display,2025-07-09 13:02:27.967686,2783,95,264.26,1251.07,13,0.211,4.73,2.78,3.421,14.702
CAMP-000012,amazon,sponsored_brands,2025-07-09 13:02:27.967686,2792,99,159.52,754.88,13,0.211,4.73,1.61,3.547,13.156
CAMP-000013,walmart,sponsored_products,2025-07-09 13:02:27.967686,2069,57,57.56,286.63,5,0.201,4.98,1.01,2.76,9.013
CAMP-000014,amazon,sponsored_brands,2025-07-09 13:02:27.967686,2093,48,149.29,64.94,3,2.299,0.43,3.11,2.33,6.648
CAMP-000015,walmart,sponsored_display,2025-07-09 13:02:27.967686,1697,53,30.83,54.54,2,0.565,1.77,0.58,3.129,5.594
CAMP-000016,amazon,sponsored_brands,2025-07-09 13:02:27.967686,1490,66,38.77,143.08,4,0.271,3.69,0.59,4.449,6.693
CAMP-000017,amazon,sponsored_brands,2025-07-09 13:02:27.967686,404,8,12.84,80.88,1,0.159,6.3,1.6,2.158,17.764
CAMP-000018,amazon,sponsored_products,2025-07-09 13:02:27.967686,3097,257,210.54,280.66,8,0.75,1.33,0.82,8.302,3.464
CAMP-000019,walmart,sponsored_display,2025-07-09 13:02:27.967686,7754,550,1068.34,2714.73,100,0.394,2.54,1.94,7.1,18.363
CAMP-000020,walmart,sponsored_brands,2025-07-09 13:02:27.967686,2200,24,86.47,194.13,3,0.445,2.25,3.6,1.11,15.732
CAMP-000021,walmart,sponsored_brands,2025-07-09 13:02:27.967686,2636,34,13.85,186.47,7,0.074,13.47,0.41,1.29,21.191
CAMP-000022,walmart,sponsored_brands,2025-07-09 13:02:27.967686,8983,671,1381.2,2049.43,48,0.674,1.48,2.06,7.477,7.183
CAMP-000023,amazon,sponsored_products,2025-07-09 13:02:27.967686,3697,59,31.8,118.51,3,0.268,3.73,0.54,1.62,5.825
CAMP-000024,amazon,sponsored_products,2025-07-09 13:02:27.967686,4727,134,194.93,428.33,8,0.455,2.2,1.45,2.852,6.43
CAMP-000025,walmart,sponsored_products,2025-07-09 13:02:27.967686,2190,25,10.14,61.07,2,0.166,6.02,0.41,1.144,10.828
CAMP-000001,walmart,sponsored_products,2025-07-10 13:02:27.967686,33123,396,256.81,1080.3,43,0.238,4.21,0.65,1.196,10.963
CAMP-000002,walmart,sponsored_products,2025-07-10 13:02:27.967686,2239,89,60.99,84.78,2,0.719,1.39,0.69,4.007,3.055
CAMP-000003,walmart,sponsored_display,2025-07-10 13:02:27.967686,1393,19,39.86,75.06,1,0.531,1.88,2.1,1.397,7.895
CAMP-000004,walmart,sponsored_display,2025-07-10 13:02:27.967686,13801,1330,3454.91,11354.85,224,0.304,3.29,2.6,9.64,16.912
CAMP-000005,amazon,sponsored_display,2025-07-10 13:02:27.967686,1117,69,36.36,603.04,9,0.06,16.59,0.53,6.222,14.45
CAMP-000006,amazon,sponsored_brands,2025-07-10 13:02:27.967686,3062,44,43.03,339.44,9,0.127,7.89,0.98,1.44,20.983
CAMP-000007,walmart,sponsored_display,2025-07-10 13:02:27.967686,2968,146,98.33,424.19,11,0.232,4.31,0.67,4.938,7.773
CAMP-000008,amazon,sponsored_display,2025-07-10 13:02:27.967686,10207,149,215.15,252.63,5,0.852,1.17,1.44,1.463,3.866
CAMP-000009,walmart,sponsored_display,2025-07-10 13:02:27.967686,11923,514,771.94,5113.32,70,0.151,6.62,1.5,4.316,13.778
CAMP-000010,amazon,sponsored_brands,2025-07-10 13:02:27.967686,2355,39,54.56,35.88,1,1.521,0.66,1.4,1.665,3.083
CAMP-000011,amazon,sponsored_display,2025-07-10 13:02:27.967686,5143,86,54.87,265.95,7,0.206,4.85,0.64,1.685,9.125
CAMP-000012,amazon,sponsored_brands,2025-07-10 13:02:27.967686,1250,87,96.27,879.52,12,0.109,9.14,1.11,6.975,13.804
CAMP-000013,amazon,sponsored_brands,2025-07-10 13:02:27.967686,3869,23,39.9,94.44,1,0.422,2.37,1.73,0.598,5.648
